transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENSMUST00000174172.8	ENSMUSG00000038943	76	0	0	0	0	NA	NA	NA
ENSMUST00000047362.11	ENSMUSG00000038930	893	8	0	1	214	85	34	201
ENSMUST00000032748.15	ENSMUSG00000030533	100	0	0	0	0	NA	NA	NA
ENSMUST00000080932.8	ENSMUSG00000053158	119	0	0	0	0	NA	NA	NA
ENSMUST00000122232.8	ENSMUSG00000030530	391	1	0	1	21	21	277	48
ENSMUST00000170315.3	ENSMUSG00000030528	343	2	2	1	72	57	110	59
ENSMUST00000122255.8	ENSMUSG00000030527	139	0	0	0	0	NA	NA	NA
ENSMUST00000167377.3	ENSMUSG00000030536	221	0	1	1	0	NA	96	NA
ENSMUST00000026818.12	ENSMUSG00000025724	328	0	0	0	0	NA	NA	NA
ENSMUST00000107353.3	ENSMUSG00000005621	207	1	0	1	23	23	103	32
ENSMUST00000026672.8	ENSMUSG00000025584	319	3	0	1	42	25	18	49
ENSMUST00000165460.2	ENSMUSG00000045795	30	0	0	0	0	NA	NA	NA
ENSMUST00000207983.2	ENSMUSG00000025813	46	0	0	0	0	NA	NA	NA
ENSMUST00000026093.9	ENSMUSG00000025103	40	0	0	0	0	NA	NA	NA
ENSMUST00000179489.8	ENSMUSG00000038563	51	0	0	0	0	NA	NA	NA
ENSMUST00000082237.7	ENSMUSG00000057706	318	0	0	0	0	NA	NA	NA
ENSMUST00000094216.5	ENSMUSG00000070462	1084	5	3	1	125	40	182	261
ENSMUST00000117085.2	ENSMUSG00000038459	49	0	0	0	0	NA	NA	NA
ENSMUST00000085077.5	ENSMUSG00000015709	234	0	0	0	0	NA	NA	NA
ENSMUST00000209117.2	ENSMUSG00000030629	229	0	0	0	0	NA	NA	NA
ENSMUST00000032779.12	ENSMUSG00000030560	118	0	0	0	0	NA	NA	NA
ENSMUST00000107256.4	ENSMUSG00000030559	129	0	0	0	0	NA	NA	NA
ENSMUST00000041968.11	ENSMUSG00000039428	199	0	0	0	0	NA	NA	NA
ENSMUST00000058755.5	ENSMUSG00000049791	332	1	0	1	14	14	112	175
ENSMUST00000041761.7	ENSMUSG00000039405	151	1	0	1	13	13	58	51
ENSMUST00000153470.9	ENSMUSG00000062797	206	2	0	1	8	7	55	127
ENSMUST00000238981.2	ENSMUSG00000030619	451	1	0	1	14	14	35	371
ENSMUST00000207484.2	ENSMUSG00000039361	358	0	0	0	0	NA	NA	NA
ENSMUST00000061767.5	ENSMUSG00000051451	286	0	0	0	0	NA	NA	NA
ENSMUST00000032844.7	ENSMUSG00000030615	165	1	1	1	6	6	47	97
ENSMUST00000119954.9	ENSMUSG00000041328	314	1	0	1	2	2	193	112
ENSMUST00000032879.15	ENSMUSG00000030643	248	0	1	1	0	NA	207	NA
ENSMUST00000076052.8	ENSMUSG00000061119	87	0	0	0	0	NA	NA	NA
ENSMUST00000004622.7	ENSMUSG00000004508	240	0	0	0	0	NA	NA	NA
ENSMUST00000054107.6	ENSMUSG00000044952	74	0	0	0	0	NA	NA	NA
ENSMUST00000136757.8	ENSMUSG00000035642	150	0	0	0	0	NA	NA	NA
ENSMUST00000026506.5	ENSMUSG00000025439	96	0	0	0	0	NA	NA	NA
ENSMUST00000206389.2	ENSMUSG00000042797	302	0	0	0	0	NA	NA	NA
ENSMUST00000206984.2	ENSMUSG00000030774	458	0	0	0	0	NA	NA	NA
ENSMUST00000040971.14	ENSMUSG00000035547	261	1	0	1	4	4	34	212
ENSMUST00000033020.14	ENSMUSG00000030760	88	0	0	0	0	NA	NA	NA
ENSMUST00000094161.11	ENSMUSG00000049580	305	0	1	1	0	NA	166	NA
ENSMUST00000205276.2	ENSMUSG00000035401	345	1	1	1	38	38	107	121
ENSMUST00000033009.16	ENSMUSG00000030753	287	0	0	0	0	NA	NA	NA
ENSMUST00000037968.10	ENSMUSG00000035354	191	1	1	1	4	4	26	150
ENSMUST00000033001.6	ENSMUSG00000030747	207	1	0	1	14	14	145	17
ENSMUST00000169437.9	ENSMUSG00000070436	276	0	0	0	0	NA	NA	NA
ENSMUST00000213887.2	ENSMUSG00000035314	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000179755.8	ENSMUSG00000018909	313	0	0	0	0	NA	NA	NA
ENSMUST00000036331.7	ENSMUSG00000035239	265	0	0	0	0	NA	NA	NA
ENSMUST00000036274.8	ENSMUSG00000035227	100	1	2	1	8	8	12	61
ENSMUST00000032969.14	ENSMUSG00000030726	142	0	0	0	0	NA	NA	NA
ENSMUST00000084935.11	ENSMUSG00000030729	530	2	0	1	116	104	156	59
ENSMUST00000032963.10	ENSMUSG00000030718	484	4	0	1	101	48	66	271
ENSMUST00000126534.8	ENSMUSG00000033685	388	3	0	1	76	36	140	137
ENSMUST00000054310.4	ENSMUSG00000044881	103	0	0	0	0	NA	NA	NA
ENSMUST00000150042.8	ENSMUSG00000030706	92	1	0	1	16	16	1	40
ENSMUST00000032946.10	ENSMUSG00000030704	638	0	0	0	0	NA	NA	NA
ENSMUST00000049053.9	ENSMUSG00000029461	250	0	0	0	0	NA	NA	NA
ENSMUST00000008462.11	ENSMUSG00000008318	157	0	0	0	0	NA	NA	NA
ENSMUST00000107032.3	ENSMUSG00000032875	368	2	0	1	50	39	81	167
ENSMUST00000098250.10	ENSMUSG00000030691	244	0	1	1	0	NA	228	NA
ENSMUST00000120267.9	ENSMUSG00000047767	61	0	0	0	0	NA	NA	NA
ENSMUST00000084896.10	ENSMUSG00000032812	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000001884.14	ENSMUSG00000001829	178	2	0	1	15	14	6	11
ENSMUST00000035836.14	ENSMUSG00000032737	540	3	1	1	103	88	12	14
ENSMUST00000035395.14	ENSMUSG00000030649	171	1	1	1	2	2	19	143
ENSMUST00000033131.12	ENSMUSG00000030842	95	1	0	1	1	1	23	66
ENSMUST00000084852.13	ENSMUSG00000066306	178	1	0	1	13	13	121	15
ENSMUST00000033292.14	ENSMUSG00000030990	204	1	0	1	11	11	116	52
ENSMUST00000106923.2	ENSMUSG00000073982	199	0	1	1	0	NA	96	NA
ENSMUST00000033289.6	ENSMUSG00000030987	609	0	1	1	0	NA	587	NA
ENSMUST00000033283.10	ENSMUSG00000030978	330	0	1	1	0	NA	5	NA
ENSMUST00000033264.12	ENSMUSG00000030966	203	0	0	0	0	NA	NA	NA
ENSMUST00000082175.7	ENSMUSG00000073968	225	1	0	1	2	2	196	20
ENSMUST00000059037.15	ENSMUSG00000057143	225	0	0	0	0	NA	NA	NA
ENSMUST00000048079.14	ENSMUSG00000044465	313	1	1	1	4	4	12	286
ENSMUST00000191601.7	ENSMUSG00000037032	158	2	0	1	14	12	58	53
ENSMUST00000057525.14	ENSMUSG00000036989	193	0	0	0	0	NA	NA	NA
ENSMUST00000131446.8	ENSMUSG00000030881	214	1	0	1	7	7	58	132
ENSMUST00000033179.14	ENSMUSG00000030888	385	1	0	1	32	32	228	58
ENSMUST00000033182.10	ENSMUSG00000030890	173	0	0	0	0	NA	NA	NA
ENSMUST00000141116.2	ENSMUSG00000043866	43	0	0	0	0	NA	NA	NA
ENSMUST00000033184.6	ENSMUSG00000030894	48	2	1	1	4	3	0	36
ENSMUST00000124482.3	ENSMUSG00000030879	118	0	1	1	0	NA	5	NA
ENSMUST00000040056.15	ENSMUSG00000036528	147	1	0	1	26	26	36	30
ENSMUST00000033341.12	ENSMUSG00000031028	276	0	1	1	0	NA	176	NA
ENSMUST00000033333.13	ENSMUSG00000031021	101	0	0	0	0	NA	NA	NA
ENSMUST00000080437.13	ENSMUSG00000035901	288	1	0	1	32	32	99	90
ENSMUST00000094097.12	ENSMUSG00000047554	369	2	1	1	82	64	40	123
ENSMUST00000084731.5	ENSMUSG00000066232	151	1	0	1	18	18	80	14
ENSMUST00000084727.11	ENSMUSG00000061079	73	0	1	1	0	NA	24	NA
ENSMUST00000033326.10	ENSMUSG00000031016	304	0	0	0	0	NA	NA	NA
ENSMUST00000033325.9	ENSMUSG00000031015	100	0	0	0	0	NA	NA	NA
ENSMUST00000164759.8	ENSMUSG00000038371	161	1	1	1	16	16	31	79
ENSMUST00000033054.10	ENSMUSG00000030790	183	0	0	0	0	NA	NA	NA
ENSMUST00000213373.2	ENSMUSG00000005686	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000177236.8	ENSMUSG00000030788	170	2	0	1	11	9	105	16
ENSMUST00000106663.2	ENSMUSG00000038296	430	1	1	1	10	10	58	339
ENSMUST00000210309.2	ENSMUSG00000059263	143	1	0	1	8	8	47	69
ENSMUST00000033036.7	ENSMUSG00000030772	115	0	0	0	0	NA	NA	NA
ENSMUST00000106640.2	ENSMUSG00000030770	100	0	1	1	0	NA	75	NA
ENSMUST00000239442.2	ENSMUSG00000055320	506	1	0	1	2	2	213	284
ENSMUST00000211770.2	ENSMUSG00000055116	341	4	0	1	52	23	20	106
ENSMUST00000117577.8	ENSMUSG00000038187	129	1	2	1	2	2	92	12
ENSMUST00000033018.15	ENSMUSG00000030759	160	0	0	0	0	NA	NA	NA
ENSMUST00000069449.7	ENSMUSG00000055723	278	0	0	0	0	NA	NA	NA
ENSMUST00000033012.9	ENSMUSG00000030754	165	0	0	0	0	NA	NA	NA
ENSMUST00000033008.10	ENSMUSG00000030751	115	0	0	0	0	NA	NA	NA
ENSMUST00000032909.9	ENSMUSG00000030671	270	1	0	1	24	24	110	85
ENSMUST00000205405.2	ENSMUSG00000051910	169	5	0	1	44	15	10	37
ENSMUST00000170953.3	ENSMUSG00000090862	88	0	0	0	0	NA	NA	NA
ENSMUST00000032895.15	ENSMUSG00000030659	287	0	0	0	0	NA	NA	NA
ENSMUST00000032888.10	ENSMUSG00000030654	158	0	1	1	0	NA	12	NA
ENSMUST00000178344.3	ENSMUSG00000095115	641	1	1	1	139	139	55	166
ENSMUST00000044195.6	ENSMUSG00000042246	69	0	0	0	0	NA	NA	NA
ENSMUST00000038791.15	ENSMUSG00000033917	128	0	1	1	0	NA	1	NA
ENSMUST00000106557.8	ENSMUSG00000033904	354	4	0	1	42	22	71	16
ENSMUST00000106550.12	ENSMUSG00000030980	354	0	1	1	0	NA	198	NA
ENSMUST00000008878.10	ENSMUSG00000008734	173	2	0	1	3	2	51	52
ENSMUST00000033236.9	ENSMUSG00000030942	57	0	0	0	0	NA	NA	NA
ENSMUST00000150844.3	ENSMUSG00000030929	118	0	0	0	0	NA	NA	NA
ENSMUST00000059851.14	ENSMUSG00000048787	293	5	0	1	107	53	35	19
ENSMUST00000106518.9	ENSMUSG00000030922	30	0	0	0	0	NA	NA	NA
ENSMUST00000033210.13	ENSMUSG00000030917	267	2	0	1	29	20	185	19
ENSMUST00000033176.7	ENSMUSG00000030884	114	0	0	0	0	NA	NA	NA
ENSMUST00000047875.16	ENSMUSG00000035064	346	0	0	0	0	NA	NA	NA
ENSMUST00000106483.4	ENSMUSG00000030880	151	1	0	1	4	4	21	115
ENSMUST00000033169.9	ENSMUSG00000030878	260	0	0	0	0	NA	NA	NA
ENSMUST00000033163.8	ENSMUSG00000030876	366	1	0	1	27	27	256	26
ENSMUST00000033160.15	ENSMUSG00000030872	134	0	0	0	0	NA	NA	NA
ENSMUST00000098068.10	ENSMUSG00000044702	179	0	0	0	0	NA	NA	NA
ENSMUST00000033156.5	ENSMUSG00000030868	93	0	0	0	0	NA	NA	NA
ENSMUST00000033154.8	ENSMUSG00000030867	104	0	0	0	0	NA	NA	NA
ENSMUST00000052135.14	ENSMUSG00000030779	398	3	0	1	15	8	9	195
ENSMUST00000094053.7	ENSMUSG00000052707	147	1	0	1	17	17	42	51
ENSMUST00000205262.2	ENSMUSG00000030766	79	1	0	1	1	1	5	68
ENSMUST00000168189.8	ENSMUSG00000000131	600	4	0	1	52	22	125	67
ENSMUST00000032994.15	ENSMUSG00000030741	373	3	0	1	41	18	29	94
ENSMUST00000075671.5	ENSMUSG00000030722	22	0	0	0	0	NA	NA	NA
ENSMUST00000106407.9	ENSMUSG00000030727	66	0	0	0	0	NA	NA	NA
ENSMUST00000032978.8	ENSMUSG00000030733	568	2	0	1	39	24	102	131
ENSMUST00000040202.15	ENSMUSG00000032637	245	0	0	0	0	NA	NA	NA
ENSMUST00000032961.4	ENSMUSG00000030717	242	1	0	1	24	24	68	99
ENSMUST00000032956.10	ENSMUSG00000030714	191	0	1	1	0	NA	169	NA
ENSMUST00000106373.9	ENSMUSG00000030711	114	0	0	0	0	NA	NA	NA
ENSMUST00000130498.2	ENSMUSG00000047721	601	4	0	1	120	66	14	117
ENSMUST00000038614.12	ENSMUSG00000042675	215	0	0	0	0	NA	NA	NA
ENSMUST00000032936.8	ENSMUSG00000030697	139	0	0	0	0	NA	NA	NA
ENSMUST00000032934.12	ENSMUSG00000030695	231	1	0	1	14	14	46	140
ENSMUST00000106343.3	ENSMUSG00000030689	53	0	0	0	0	NA	NA	NA
ENSMUST00000071268.11	ENSMUSG00000059981	833	0	0	0	0	NA	NA	NA
ENSMUST00000121532.8	ENSMUSG00000060538	64	0	0	0	0	NA	NA	NA
ENSMUST00000032924.6	ENSMUSG00000030685	176	1	0	1	9	9	25	121
ENSMUST00000165096.10	ENSMUSG00000030681	128	0	1	1	0	NA	101	NA
ENSMUST00000205568.2	ENSMUSG00000030678	107	0	0	0	0	NA	NA	NA
ENSMUST00000166791.8	ENSMUSG00000042502	95	1	0	1	1	1	14	75
ENSMUST00000120705.3	ENSMUSG00000042492	105	1	0	1	1	1	83	16
ENSMUST00000106312.4	ENSMUSG00000045598	437	0	0	0	0	NA	NA	NA
ENSMUST00000120857.8	ENSMUSG00000030830	154	1	0	1	13	13	46	66
ENSMUST00000060783.7	ENSMUSG00000047371	187	0	0	0	0	NA	NA	NA
ENSMUST00000165495.2	ENSMUSG00000078580	183	0	1	1	0	NA	83	NA
ENSMUST00000053392.11	ENSMUSG00000048921	300	1	0	1	46	46	44	115
ENSMUST00000106292.8	ENSMUSG00000030822	237	1	0	1	18	18	25	155
ENSMUST00000205694.2	ENSMUSG00000030816	117	1	0	1	5	5	20	79
ENSMUST00000058038.12	ENSMUSG00000045639	515	5	1	1	154	66	75	118
ENSMUST00000061468.9	ENSMUSG00000030814	406	0	0	0	0	NA	NA	NA
ENSMUST00000186207.7	ENSMUSG00000030811	156	0	0	0	0	NA	NA	NA
ENSMUST00000061587.13	ENSMUSG00000043964	174	1	0	1	21	21	76	32
ENSMUST00000047075.14	ENSMUSG00000042308	693	2	1	1	65	52	524	6
ENSMUST00000033075.14	ENSMUSG00000030805	275	4	0	1	133	46	0	37
ENSMUST00000054415.12	ENSMUSG00000049728	804	3	0	1	98	65	127	324
ENSMUST00000033074.8	ENSMUSG00000096145	36	0	0	0	0	NA	NA	NA
ENSMUST00000106251.10	ENSMUSG00000030795	108	0	0	0	0	NA	NA	NA
ENSMUST00000106226.9	ENSMUSG00000030846	516	0	0	0	0	NA	NA	NA
ENSMUST00000033136.9	ENSMUSG00000030847	243	1	0	1	41	41	0	117
ENSMUST00000043138.13	ENSMUSG00000042105	235	0	0	0	0	NA	NA	NA
ENSMUST00000057557.14	ENSMUSG00000048170	305	0	0	0	0	NA	NA	NA
ENSMUST00000042942.10	ENSMUSG00000055319	79	0	0	0	0	NA	NA	NA
ENSMUST00000084519.7	ENSMUSG00000042055	115	0	0	0	0	NA	NA	NA
ENSMUST00000216011.2	ENSMUSG00000030850	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000160289.9	ENSMUSG00000040331	107	0	0	0	0	NA	NA	NA
ENSMUST00000046306.15	ENSMUSG00000040167	185	1	0	1	35	35	33	44
ENSMUST00000015829.15	ENSMUSG00000030861	145	1	0	1	26	26	39	25
ENSMUST00000084502.7	ENSMUSG00000066979	233	2	1	1	52	27	39	36
ENSMUST00000084500.8	ENSMUSG00000030934	140	0	0	0	0	NA	NA	NA
ENSMUST00000033241.6	ENSMUSG00000030946	67	0	0	0	0	NA	NA	NA
ENSMUST00000097999.9	ENSMUSG00000030956	635	7	0	1	111	35	76	10
ENSMUST00000033257.15	ENSMUSG00000030960	65	0	1	1	0	NA	40	NA
ENSMUST00000106157.8	ENSMUSG00000030967	441	1	0	1	2	2	225	207
ENSMUST00000033269.15	ENSMUSG00000030970	433	3	0	1	22	10	76	56
ENSMUST00000051169.13	ENSMUSG00000039990	270	1	0	1	2	2	12	249
ENSMUST00000067680.11	ENSMUSG00000054555	220	1	1	1	3	3	63	145
ENSMUST00000084488.5	ENSMUSG00000058325	112	1	1	1	3	3	24	69
ENSMUST00000209979.2	ENSMUSG00000041836	43	0	0	0	0	NA	NA	NA
ENSMUST00000081510.4	ENSMUSG00000054612	86	0	0	0	0	NA	NA	NA
ENSMUST00000210774.2	ENSMUSG00000010476	73	0	0	0	0	NA	NA	NA
ENSMUST00000064404.8	ENSMUSG00000031068	60	0	0	0	0	NA	NA	NA
ENSMUST00000026551.15	ENSMUSG00000025478	122	0	0	0	0	NA	NA	NA
ENSMUST00000172136.9	ENSMUSG00000060260	32	0	0	0	0	NA	NA	NA
ENSMUST00000106098.8	ENSMUSG00000025477	281	2	0	1	17	10	35	90
ENSMUST00000026557.10	ENSMUSG00000025484	870	5	0	1	121	37	122	87
ENSMUST00000026558.7	ENSMUSG00000025485	514	2	0	1	94	80	64	207
ENSMUST00000026565.7	ENSMUSG00000025492	125	0	0	0	0	NA	NA	NA
ENSMUST00000048002.7	ENSMUSG00000055629	170	2	0	1	21	15	66	13
ENSMUST00000026568.10	ENSMUSG00000025495	116	0	1	1	0	NA	15	NA
ENSMUST00000106033.5	ENSMUSG00000038650	570	11	0	1	364	81	15	112
ENSMUST00000046890.12	ENSMUSG00000038618	88	0	0	0	0	NA	NA	NA
ENSMUST00000106027.9	ENSMUSG00000038611	125	0	1	1	0	NA	115	NA
ENSMUST00000026577.13	ENSMUSG00000025504	217	0	0	0	0	NA	NA	NA
ENSMUST00000106008.3	ENSMUSG00000051007	71	0	0	0	0	NA	NA	NA
ENSMUST00000019226.14	ENSMUSG00000019082	478	1	0	1	20	20	68	347
ENSMUST00000164016.8	ENSMUSG00000025509	89	0	0	0	0	NA	NA	NA
ENSMUST00000106000.10	ENSMUSG00000025510	327	0	0	0	0	NA	NA	NA
ENSMUST00000026585.14	ENSMUSG00000025511	275	1	0	1	35	35	41	126
ENSMUST00000153191.8	ENSMUSG00000025512	88	2	1	1	12	8	15	35
ENSMUST00000003038.12	ENSMUSG00000002957	187	0	0	0	0	NA	NA	NA
ENSMUST00000001950.12	ENSMUSG00000025139	179	0	0	0	0	NA	NA	NA
ENSMUST00000209732.2	ENSMUSG00000025147	136	0	0	0	0	NA	NA	NA
ENSMUST00000039926.10	ENSMUSG00000037887	442	3	0	1	72	61	118	73
ENSMUST00000038946.9	ENSMUSG00000018819	460	1	0	1	16	16	174	235
ENSMUST00000037941.10	ENSMUSG00000037706	262	0	0	0	0	NA	NA	NA
ENSMUST00000037287.8	ENSMUSG00000037664	208	0	0	0	0	NA	NA	NA
ENSMUST00000208190.2	ENSMUSG00000059119	82	0	0	0	0	NA	NA	NA
ENSMUST00000010899.14	ENSMUSG00000010755	84	0	0	0	0	NA	NA	NA
ENSMUST00000119499.8	ENSMUSG00000037606	93	0	0	0	0	NA	NA	NA
ENSMUST00000207143.2	ENSMUSG00000058454	87	0	0	0	0	NA	NA	NA
ENSMUST00000103079.4	ENSMUSG00000031078	415	5	1	1	63	17	8	26
ENSMUST00000182226.8	ENSMUSG00000037519	4	0	0	0	0	NA	NA	NA
ENSMUST00000033394.8	ENSMUSG00000031077	74	1	0	1	4	4	35	24
ENSMUST00000093962.5	ENSMUSG00000070348	176	0	0	0	0	NA	NA	NA
ENSMUST00000058022.6	ENSMUSG00000048677	100	0	0	0	0	NA	NA	NA
ENSMUST00000091291.5	ENSMUSG00000005534	489	1	0	1	10	10	428	28
ENSMUST00000004684.13	ENSMUSG00000004568	139	0	2	1	0	NA	104	NA
ENSMUST00000004683.13	ENSMUSG00000004567	140	1	1	1	15	15	33	49
ENSMUST00000111070.4	ENSMUSG00000004565	274	1	1	1	34	34	79	90
ENSMUST00000207432.2	ENSMUSG00000044433	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000011981.5	ENSMUSG00000011837	42	0	0	0	0	NA	NA	NA
ENSMUST00000053252.9	ENSMUSG00000048644	242	1	0	1	1	1	233	3
ENSMUST00000098950.6	ENSMUSG00000040028	544	2	0	1	29	15	241	245
ENSMUST00000008350.16	ENSMUSG00000008206	393	0	0	0	0	NA	NA	NA
ENSMUST00000022945.9	ENSMUSG00000022322	31	0	0	0	0	NA	NA	NA
ENSMUST00000001319.15	ENSMUSG00000001300	628	1	0	1	20	20	195	370
ENSMUST00000048545.10	ENSMUSG00000040459	204	0	0	0	0	NA	NA	NA
ENSMUST00000139793.8	ENSMUSG00000040396	440	5	1	1	221	96	22	66
ENSMUST00000040514.8	ENSMUSG00000038894	28	0	0	0	0	NA	NA	NA
ENSMUST00000033898.10	ENSMUSG00000031502	227	0	0	0	0	NA	NA	NA
ENSMUST00000033899.14	ENSMUSG00000031503	355	1	0	1	7	7	279	52
ENSMUST00000033900.7	ENSMUSG00000031504	211	0	0	0	0	NA	NA	NA
ENSMUST00000049461.7	ENSMUSG00000056228	106	0	1	1	0	NA	17	NA
ENSMUST00000054399.6	ENSMUSG00000045969	844	4	1	1	166	105	244	138
ENSMUST00000033905.13	ENSMUSG00000031508	137	0	2	1	0	NA	18	NA
ENSMUST00000110909.9	ENSMUSG00000031511	147	1	0	1	18	18	43	47
ENSMUST00000000776.15	ENSMUSG00000000759	218	1	1	1	4	4	112	57
ENSMUST00000033818.10	ENSMUSG00000031441	300	1	0	1	15	15	187	65
ENSMUST00000110879.9	ENSMUSG00000031442	1	0	0	0	0	NA	NA	NA
ENSMUST00000033824.8	ENSMUSG00000031447	228	0	0	0	0	NA	NA	NA
ENSMUST00000210317.2	ENSMUSG00000038515	93	0	0	0	0	NA	NA	NA
ENSMUST00000045229.7	ENSMUSG00000038497	248	4	1	1	40	19	70	53
ENSMUST00000209885.2	ENSMUSG00000038482	119	0	0	0	0	NA	NA	NA
ENSMUST00000117551.4	ENSMUSG00000031453	156	0	0	0	0	NA	NA	NA
ENSMUST00000043962.9	ENSMUSG00000038416	131	0	0	0	0	NA	NA	NA
ENSMUST00000051870.8	ENSMUSG00000047710	217	1	0	1	3	3	168	37
ENSMUST00000033839.9	ENSMUSG00000031458	33	0	0	0	0	NA	NA	NA
ENSMUST00000209913.2	ENSMUSG00000038365	68	0	0	0	0	NA	NA	NA
ENSMUST00000027554.8	ENSMUSG00000026317	1124	12	1	1	132	23	88	88
ENSMUST00000149565.8	ENSMUSG00000031467	283	1	0	1	26	26	146	56
ENSMUST00000006742.11	ENSMUSG00000006567	250	1	0	1	11	11	169	45
ENSMUST00000033865.16	ENSMUSG00000031478	89	0	0	0	0	NA	NA	NA
ENSMUST00000033866.9	ENSMUSG00000031479	62	0	0	0	0	NA	NA	NA
ENSMUST00000069828.10	ENSMUSG00000031480	202	1	1	1	9	9	43	129
ENSMUST00000033871.8	ENSMUSG00000031482	218	0	1	1	0	NA	162	NA
ENSMUST00000067786.9	ENSMUSG00000037656	403	2	0	1	30	24	177	151
ENSMUST00000009036.11	ENSMUSG00000008892	77	0	0	0	0	NA	NA	NA
ENSMUST00000033938.7	ENSMUSG00000031536	44	0	0	0	0	NA	NA	NA
ENSMUST00000033939.13	ENSMUSG00000031537	127	0	1	1	0	NA	63	NA
ENSMUST00000033941.7	ENSMUSG00000031538	107	0	0	0	0	NA	NA	NA
ENSMUST00000163739.3	ENSMUSG00000031539	161	1	0	1	17	17	54	53
ENSMUST00000110696.8	ENSMUSG00000031540	412	7	1	1	147	30	23	30
ENSMUST00000167004.3	ENSMUSG00000031545	860	10	0	1	136	32	58	54
ENSMUST00000051094.9	ENSMUSG00000015341	77	0	0	0	0	NA	NA	NA
ENSMUST00000033952.8	ENSMUSG00000031548	283	0	0	0	0	NA	NA	NA
ENSMUST00000208247.3	ENSMUSG00000031555	146	1	0	1	11	11	86	24
ENSMUST00000064883.14	ENSMUSG00000031557	366	3	0	1	13	11	188	13
ENSMUST00000084512.11	ENSMUSG00000065954	164	0	0	0	0	NA	NA	NA
ENSMUST00000084027.13	ENSMUSG00000031565	759	3	0	1	35	17	312	13
ENSMUST00000139966.8	ENSMUSG00000054823	497	4	1	1	59	30	272	18
ENSMUST00000068916.16	ENSMUSG00000031570	53	0	1	1	0	NA	45	NA
ENSMUST00000033975.9	ENSMUSG00000061313	102	0	1	1	0	NA	31	NA
ENSMUST00000038421.8	ENSMUSG00000037296	384	1	0	1	82	82	41	94
ENSMUST00000166078.9	ENSMUSG00000031575	98	2	1	1	7	6	9	68
ENSMUST00000037609.8	ENSMUSG00000037260	138	0	1	1	0	NA	42	NA
ENSMUST00000061850.5	ENSMUSG00000037251	293	7	0	1	202	66	20	10
ENSMUST00000016138.11	ENSMUSG00000015994	70	0	0	0	0	NA	NA	NA
ENSMUST00000153528.8	ENSMUSG00000013878	262	3	0	1	21	11	164	16
ENSMUST00000036807.13	ENSMUSG00000037214	310	1	0	1	11	11	84	190
ENSMUST00000033873.9	ENSMUSG00000031483	123	0	0	0	0	NA	NA	NA
ENSMUST00000033877.6	ENSMUSG00000031487	106	0	0	0	0	NA	NA	NA
ENSMUST00000033878.14	ENSMUSG00000031488	61	0	0	0	0	NA	NA	NA
ENSMUST00000033880.7	ENSMUSG00000031490	80	0	0	0	0	NA	NA	NA
ENSMUST00000217278.2	ENSMUSG00000039328	318	0	0	0	0	NA	NA	NA
ENSMUST00000209851.2	ENSMUSG00000031577	535	0	0	0	0	NA	NA	NA
ENSMUST00000033983.6	ENSMUSG00000031578	85	0	1	1	0	NA	59	NA
ENSMUST00000066173.12	ENSMUSG00000046152	387	5	2	1	82	44	123	57
ENSMUST00000033991.13	ENSMUSG00000031583	103	0	1	1	0	NA	92	NA
ENSMUST00000009774.11	ENSMUSG00000009630	292	0	0	0	0	NA	NA	NA
ENSMUST00000095349.6	ENSMUSG00000052906	30	0	0	0	0	NA	NA	NA
ENSMUST00000170705.8	ENSMUSG00000031585	160	0	0	0	0	NA	NA	NA
ENSMUST00000053251.12	ENSMUSG00000031586	322	0	0	0	0	NA	NA	NA
ENSMUST00000033910.9	ENSMUSG00000031513	333	1	0	1	7	7	10	299
ENSMUST00000239436.2	ENSMUSG00000031532	81	0	0	0	0	NA	NA	NA
ENSMUST00000033930.5	ENSMUSG00000031530	432	1	0	1	1	1	242	184
ENSMUST00000033929.6	ENSMUSG00000031529	25	0	0	0	0	NA	NA	NA
ENSMUST00000210337.2	ENSMUSG00000046794	228	1	0	1	23	23	152	4
ENSMUST00000033927.8	ENSMUSG00000031527	166	0	0	0	0	NA	NA	NA
ENSMUST00000037666.6	ENSMUSG00000070056	575	3	1	1	76	39	114	24
ENSMUST00000239119.2	ENSMUSG00000039633	262	0	2	1	0	NA	37	NA
ENSMUST00000033923.14	ENSMUSG00000031523	348	2	0	1	21	19	84	114
ENSMUST00000068999.14	ENSMUSG00000039478	593	2	1	1	22	13	11	447
ENSMUST00000034012.10	ENSMUSG00000031601	310	4	0	1	67	38	110	18
ENSMUST00000098817.4	ENSMUSG00000031600	326	0	0	0	0	NA	NA	NA
ENSMUST00000048898.17	ENSMUSG00000039431	55	0	0	0	0	NA	NA	NA
ENSMUST00000098816.10	ENSMUSG00000031596	178	0	0	0	0	NA	NA	NA
ENSMUST00000051379.14	ENSMUSG00000045636	273	2	1	1	2	1	144	54
ENSMUST00000045218.9	ENSMUSG00000031592	210	1	0	1	1	1	34	170
