transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSMUST00000024260.14	ENSMUSG00000023495	+	full	1212	873	18	55	73	16	0.020618556701030927	0.06300114547537228	0.0836197021764032	0.018327605956471937	0.2465753424657534
ENSMUST00000047721.10	ENSMUSG00000041506	+	full	1428	1284	34	97	131	23	0.0264797507788162	0.07554517133956386	0.10202492211838006	0.01791277258566978	0.2595419847328244
ENSMUST00000169068.8	ENSMUSG00000040813	-	full	930	599	5	44	49	16	0.008347245409015025	0.07345575959933222	0.08180300500834725	0.02671118530884808	0.10204081632653061
ENSMUST00000046502.7	ENSMUSG00000040661	-	full	4404	3359	76	272	348	118	0.022625781482584102	0.08097648109556416	0.10360226257814825	0.035129502828222685	0.21839080459770116
ENSMUST00000055843.9	ENSMUSG00000074102	-	full	2664	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000159283.8	ENSMUSG00000032575	-	full	540	305	3	30	33	9	0.009836065573770493	0.09836065573770492	0.10819672131147541	0.029508196721311476	0.09090909090909091
ENSMUST00000035194.8	ENSMUSG00000032577	-	full	1155	952	22	71	93	26	0.023109243697478993	0.07457983193277311	0.0976890756302521	0.0273109243697479	0.23655913978494625
ENSMUST00000085102.6	ENSMUSG00000032578	+	full	774	191	6	14	20	4	0.031413612565445025	0.07329842931937172	0.10471204188481675	0.020942408376963352	0.3
ENSMUST00000010189.3	ENSMUSG00000010045	+	full	1053	801	17	36	53	11	0.02122347066167291	0.0449438202247191	0.066167290886392	0.01373283395755306	0.32075471698113206
ENSMUST00000041459.9	ENSMUSG00000037190	-	full	669	115	1	5	6	1	0.008695652173913044	0.043478260869565216	0.05217391304347826	0.008695652173913044	0.16666666666666666
ENSMUST00000093786.9	ENSMUSG00000010067	+	full	1023	826	18	57	75	22	0.021791767554479417	0.06900726392251816	0.09079903147699758	0.026634382566585957	0.24
ENSMUST00000010198.5	ENSMUSG00000010054	+	full	333	217	4	11	15	2	0.018433179723502304	0.05069124423963134	0.06912442396313365	0.009216589861751152	0.26666666666666666
ENSMUST00000010195.14	ENSMUSG00000010051	+	full	1389	1024	34	67	101	20	0.033203125	0.0654296875	0.0986328125	0.01953125	0.33663366336633666
ENSMUST00000010192.11	ENSMUSG00000010048	+	full	1326	1195	19	81	100	31	0.015899581589958158	0.06778242677824267	0.08368200836820083	0.02594142259414226	0.19
ENSMUST00000102532.10	ENSMUSG00000057969	-	full	2250	1795	40	112	152	38	0.022284122562674095	0.06239554317548746	0.08467966573816156	0.02116991643454039	0.2631578947368421
ENSMUST00000192615.6	ENSMUSG00000032562	-	full	1068	1041	20	85	105	35	0.01921229586935639	0.08165225744476465	0.10086455331412104	0.03362151777137368	0.19047619047619047
ENSMUST00000167868.8	ENSMUSG00000010064	-	full	1518	1363	23	82	105	16	0.016874541452677916	0.06016140865737344	0.07703595011005136	0.01173881144534116	0.21904761904761905
ENSMUST00000080560.9	ENSMUSG00000034684	-	full	2265	1804	41	122	163	35	0.022727272727272728	0.06762749445676275	0.09035476718403547	0.019401330376940133	0.25153374233128833
ENSMUST00000183032.8	ENSMUSG00000032582	-	full	3357	3181	83	326	409	122	0.026092423766111286	0.10248349575605156	0.12857591952216285	0.0383527192706696	0.20293398533007334
ENSMUST00000049348.9	ENSMUSG00000032586	+	full	1413	1240	35	104	139	42	0.028225806451612902	0.08387096774193549	0.11209677419354838	0.03387096774193549	0.2517985611510791
ENSMUST00000035216.11	ENSMUSG00000032596	+	full	2934	2754	73	184	257	83	0.026506899055918662	0.06681190994916485	0.09331880900508352	0.030137981118373274	0.2840466926070039
ENSMUST00000035214.11	ENSMUSG00000032594	+	full	1302	742	15	65	80	21	0.02021563342318059	0.0876010781671159	0.1078167115902965	0.02830188679245283	0.1875
ENSMUST00000112295.9	ENSMUSG00000070284	+	full	1083	901	20	63	83	23	0.022197558268590455	0.06992230854605994	0.09211986681465038	0.025527192008879023	0.24096385542168675
ENSMUST00000162355.8	ENSMUSG00000041528	-	full	3963	3792	90	246	336	113	0.023734177215189875	0.06487341772151899	0.08860759493670886	0.02979957805907173	0.26785714285714285
ENSMUST00000191899.6	ENSMUSG00000039952	-	full	2682	229	8	9	17	3	0.034934497816593885	0.039301310043668124	0.07423580786026202	0.013100436681222707	0.47058823529411764
ENSMUST00000035227.8	ENSMUSG00000032606	+	full	642	550	18	36	54	16	0.03272727272727273	0.06545454545454546	0.09818181818181818	0.02909090909090909	0.3333333333333333
ENSMUST00000192886.6	ENSMUSG00000039461	-	full	321	228	9	11	20	3	0.039473684210526314	0.04824561403508772	0.08771929824561403	0.013157894736842105	0.45
ENSMUST00000007959.14	ENSMUSG00000007815	+	full	582	358	5	32	37	12	0.013966480446927373	0.0893854748603352	0.10335195530726257	0.0335195530726257	0.13513513513513514
ENSMUST00000035237.12	ENSMUSG00000032612	+	full	2889	2680	62	235	297	103	0.023134328358208955	0.08768656716417911	0.11082089552238807	0.038432835820895524	0.20875420875420875
ENSMUST00000193286.6	ENSMUSG00000032609	-	full	1065	818	17	40	57	20	0.02078239608801956	0.0488997555012225	0.06968215158924206	0.02444987775061125	0.2982456140350877
ENSMUST00000061209.7	ENSMUSG00000049305	+	full	1302	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000006854.13	ENSMUSG00000006676	+	full	4083	3805	94	283	377	115	0.024704336399474378	0.07437582128777924	0.09908015768725362	0.030223390275952694	0.2493368700265252
ENSMUST00000006838.16	ENSMUSG00000032604	+	full	2328	2227	45	183	228	69	0.02020655590480467	0.08217332734620565	0.10237988325101033	0.030983385720700495	0.19736842105263158
ENSMUST00000112155.9	ENSMUSG00000006673	+	full	2334	2091	116	127	243	57	0.05547584887613582	0.060736489717838356	0.11621233859397417	0.027259684361549498	0.4773662551440329
ENSMUST00000081111.14	ENSMUSG00000062867	+	full	1545	1473	25	111	136	48	0.01697216564833673	0.07535641547861507	0.0923285811269518	0.032586558044806514	0.18382352941176472
ENSMUST00000068700.7	ENSMUSG00000066357	-	full	3378	2864	59	162	221	87	0.020600558659217876	0.05656424581005587	0.07716480446927375	0.03037709497206704	0.2669683257918552
ENSMUST00000013338.14	ENSMUSG00000064145	-	full	1479	1357	45	142	187	47	0.03316138540899042	0.10464259395725865	0.13780397936624908	0.034635224760501106	0.24064171122994651
ENSMUST00000035222.6	ENSMUSG00000032602	+	full	906	793	16	59	75	12	0.0201765447667087	0.07440100882723834	0.09457755359394704	0.015132408575031526	0.21333333333333335
ENSMUST00000035220.12	ENSMUSG00000032601	+	full	1209	1025	21	93	114	41	0.02048780487804878	0.09073170731707317	0.11121951219512195	0.04	0.18421052631578946
ENSMUST00000085018.6	ENSMUSG00000032599	+	full	1347	796	20	87	107	35	0.02512562814070352	0.1092964824120603	0.13442211055276382	0.04396984924623116	0.18691588785046728
ENSMUST00000035218.9	ENSMUSG00000032598	+	full	2145	1891	40	113	153	47	0.021152829190904283	0.0597567424643046	0.08090957165520889	0.024854574299312534	0.26143790849673204
ENSMUST00000198140.5	ENSMUSG00000025648	+	full	1410	1300	23	106	129	44	0.01769230769230769	0.08153846153846153	0.09923076923076923	0.033846153846153845	0.17829457364341086
ENSMUST00000112059.10	ENSMUSG00000025647	+	full	711	602	12	45	57	12	0.019933554817275746	0.07475083056478406	0.0946843853820598	0.019933554817275746	0.21052631578947367
ENSMUST00000167504.3	ENSMUSG00000091537	-	full	195	110	4	18	22	2	0.03636363636363636	0.16363636363636364	0.2	0.01818181818181818	0.18181818181818182
ENSMUST00000072093.13	ENSMUSG00000053646	+	full	6360	6205	137	372	509	152	0.022078968573730862	0.05995165189363417	0.08203062046736503	0.024496373892022562	0.2691552062868369
ENSMUST00000035053.12	ENSMUSG00000032478	+	full	570	344	14	19	33	10	0.040697674418604654	0.055232558139534885	0.09593023255813954	0.029069767441860465	0.42424242424242425
ENSMUST00000094324.8	ENSMUSG00000032477	+	full	1545	1354	15	113	128	53	0.011078286558345642	0.08345642540620384	0.09453471196454949	0.03914327917282127	0.1171875
ENSMUST00000035055.15	ENSMUSG00000032479	+	full	3378	3320	38	282	320	110	0.01144578313253012	0.08493975903614458	0.0963855421686747	0.03313253012048193	0.11875
ENSMUST00000088716.12	ENSMUSG00000032481	+	full	3315	3170	79	281	360	122	0.024921135646687697	0.08864353312302839	0.11356466876971609	0.038485804416403785	0.21944444444444444
ENSMUST00000199592.5	ENSMUSG00000054836	+	full	801	622	11	39	50	18	0.017684887459807074	0.06270096463022508	0.08038585209003216	0.028938906752411574	0.22
ENSMUST00000040021.12	ENSMUSG00000036057	-	full	5079	4549	142	290	432	111	0.03121565179160255	0.06375027478566718	0.09496592657726972	0.024400967245548473	0.3287037037037037
ENSMUST00000198164.5	ENSMUSG00000054792	-	full	1740	1303	27	92	119	35	0.02072141212586339	0.07060629316960859	0.09132770529547199	0.02686108979278588	0.226890756302521
ENSMUST00000249998.1	ENSMUSG00000044791	+	full	7260	7048	158	754	912	327	0.022417707150964812	0.10698070374574348	0.12939841089670828	0.0463961407491487	0.17324561403508773
ENSMUST00000098340.7	ENSMUSG00000032497	+	full	1203	1042	26	114	140	41	0.02495201535508637	0.10940499040307101	0.1343570057581574	0.03934740882917467	0.18571428571428572
ENSMUST00000111861.4	ENSMUSG00000032504	-	full	2625	2400	57	212	269	101	0.02375	0.08833333333333333	0.11208333333333333	0.042083333333333334	0.21189591078066913
ENSMUST00000163895.3	ENSMUSG00000033392	+	full	3924	3787	64	315	379	160	0.016899920781621336	0.08317929759704251	0.10007921837866385	0.04224980195405334	0.16886543535620052
ENSMUST00000035090.14	ENSMUSG00000032507	-	full	1272	1114	20	90	110	36	0.017953321364452424	0.0807899461400359	0.09874326750448834	0.03231597845601436	0.18181818181818182
ENSMUST00000084881.5	ENSMUSG00000032431	-	full	1203	1099	19	95	114	21	0.017288444040036398	0.08644222020018198	0.10373066424021839	0.01910828025477707	0.16666666666666666
ENSMUST00000111820.4	ENSMUSG00000079260	+	full	1344	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000070117.8	ENSMUSG00000056167	-	full	2235	2207	51	192	243	87	0.023108291798821932	0.08699592206615316	0.11010421386497508	0.03942002718622564	0.20987654320987653
ENSMUST00000047404.7	ENSMUSG00000032435	+	full	1572	1409	23	129	152	49	0.016323633782824698	0.09155429382540808	0.1078779276082328	0.0347764371894961	0.1513157894736842
ENSMUST00000035007.10	ENSMUSG00000032434	+	full	552	364	2	29	31	6	0.005494505494505495	0.07967032967032966	0.08516483516483517	0.016483516483516484	0.06451612903225806
ENSMUST00000146623.8	ENSMUSG00000050627	-	full	1056	909	12	64	76	22	0.013201320132013201	0.0704070407040704	0.08360836083608361	0.0242024202420242	0.15789473684210525
ENSMUST00000183104.8	ENSMUSG00000040875	+	full	2301	2206	45	167	212	41	0.020398912058023574	0.0757026291931097	0.09610154125113328	0.0185856754306437	0.21226415094339623
ENSMUST00000035010.10	ENSMUSG00000032437	-	full	2472	2341	43	173	216	82	0.01836821870995301	0.0739000427167877	0.0922682614267407	0.03502776591200342	0.19907407407407407
ENSMUST00000035014.8	ENSMUSG00000032440	-	full	1704	1474	20	116	136	32	0.013568521031207599	0.07869742198100407	0.09226594301221167	0.021709633649932156	0.14705882352941177
ENSMUST00000111772.10	ENSMUSG00000039607	-	full	1248	1191	41	78	119	30	0.03442485306465155	0.0654911838790932	0.09991603694374475	0.02518891687657431	0.3445378151260504
ENSMUST00000044454.12	ENSMUSG00000039285	+	full	1218	755	19	82	101	39	0.025165562913907286	0.10860927152317881	0.1337748344370861	0.051655629139072845	0.18811881188118812
ENSMUST00000084820.6	ENSMUSG00000038708	+	full	6717	6643	250	762	1012	265	0.03763359927743489	0.11470721059762155	0.15234080987505644	0.03989161523408099	0.24703557312252963
ENSMUST00000073109.12	ENSMUSG00000047409	+	full	831	655	13	45	58	20	0.01984732824427481	0.06870229007633588	0.08854961832061069	0.030534351145038167	0.22413793103448276
ENSMUST00000214470.2	ENSMUSG00000010660	-	full	2349	2213	60	158	218	64	0.02711251694532309	0.07139629462268414	0.09850881156800723	0.028920018075011298	0.27522935779816515
ENSMUST00000040853.11	ENSMUSG00000036737	-	full	1584	1459	35	129	164	57	0.023989033584647018	0.0884167237834133	0.11240575736806031	0.03906785469499657	0.21341463414634146
ENSMUST00000039784.12	ENSMUSG00000036138	+	full	1275	1149	18	70	88	34	0.015665796344647518	0.060922541340295906	0.07658833768494343	0.02959094865100087	0.20454545454545456
ENSMUST00000215746.2	ENSMUSG00000061393	+	full	1539	1294	29	105	134	18	0.02241112828438949	0.08114374034003091	0.1035548686244204	0.013910355486862442	0.21641791044776118
ENSMUST00000035094.14	ENSMUSG00000042787	+	full	1107	595	11	46	57	21	0.018487394957983194	0.0773109243697479	0.0957983193277311	0.03529411764705882	0.19298245614035087
ENSMUST00000035099.9	ENSMUSG00000032513	-	full	1341	1028	20	62	82	23	0.019455252918287938	0.06031128404669261	0.07976653696498054	0.02237354085603113	0.24390243902439024
ENSMUST00000035101.9	ENSMUSG00000032515	-	full	1752	730	17	47	64	18	0.023287671232876714	0.06438356164383562	0.08767123287671233	0.024657534246575342	0.265625
ENSMUST00000007139.6	ENSMUSG00000006941	+	full	342	247	5	20	25	10	0.020242914979757085	0.08097165991902834	0.10121457489878542	0.04048582995951417	0.2
ENSMUST00000007130.15	ENSMUSG00000006932	+	full	2346	2087	57	130	187	75	0.02731193100143747	0.06229036895064686	0.08960229995208434	0.035936751317680884	0.3048128342245989
ENSMUST00000045903.8	ENSMUSG00000032536	+	full	2820	2007	42	168	210	50	0.02092675635276532	0.08370702541106129	0.10463378176382661	0.02491280518186348	0.2
ENSMUST00000078547.12	ENSMUSG00000061536	-	full	912	661	14	45	59	18	0.02118003025718608	0.0680786686838124	0.08925869894099848	0.02723146747352496	0.23728813559322035
ENSMUST00000035113.11	ENSMUSG00000032526	+	full	234	96	4	5	9	3	0.041666666666666664	0.052083333333333336	0.09375	0.03125	0.4444444444444444
ENSMUST00000035112.13	ENSMUSG00000032525	+	full	4362	4224	76	458	534	169	0.017992424242424244	0.1084280303030303	0.12642045454545456	0.040009469696969696	0.14232209737827714
ENSMUST00000093772.4	ENSMUSG00000013419	+	full	2190	1865	46	173	219	37	0.024664879356568366	0.09276139410187667	0.11742627345844504	0.019839142091152815	0.2100456621004566
ENSMUST00000060251.8	ENSMUSG00000038412	-	full	288	182	1	18	19	5	0.005494505494505495	0.0989010989010989	0.1043956043956044	0.027472527472527472	0.05263157894736842
ENSMUST00000118886.9	ENSMUSG00000038145	+	full	2247	1029	18	88	106	36	0.01749271137026239	0.08551992225461613	0.10301263362487852	0.03498542274052478	0.16981132075471697
ENSMUST00000156520.8	ENSMUSG00000032540	+	full	1056	916	16	80	96	43	0.017467248908296942	0.08733624454148471	0.10480349344978165	0.04694323144104803	0.16666666666666666
ENSMUST00000068140.6	ENSMUSG00000054871	-	full	861	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000038863.9	ENSMUSG00000035202	+	full	2709	2479	67	205	272	81	0.02702702702702703	0.0826946349334409	0.10972166196046793	0.0326744655102864	0.24632352941176472
ENSMUST00000026269.4	ENSMUSG00000025239	+	full	2007	1819	40	140	180	46	0.02199010445299615	0.07696536558548653	0.09895547003848268	0.025288620120945574	0.2222222222222222
ENSMUST00000026270.9	ENSMUSG00000025240	+	full	1764	1577	39	141	180	72	0.024730500951173115	0.08941027266962587	0.11414077362079898	0.045656309448319596	0.21666666666666667
ENSMUST00000026274.14	ENSMUSG00000025245	-	full	900	831	24	91	115	43	0.02888086642599278	0.1095066185318893	0.13838748495788206	0.05174488567990373	0.20869565217391303
ENSMUST00000084715.14	ENSMUSG00000025241	-	full	4314	4188	180	381	561	149	0.04297994269340974	0.09097421203438395	0.1339541547277937	0.035577841451766956	0.32085561497326204
ENSMUST00000043374.7	ENSMUSG00000040653	+	full	495	370	12	28	40	12	0.032432432432432434	0.07567567567567568	0.10810810810810811	0.032432432432432434	0.3
ENSMUST00000120274.8	ENSMUSG00000040624	+	full	4173	3071	63	242	305	111	0.020514490394008468	0.07880169325952459	0.09931618365353305	0.03614457831325301	0.20655737704918034
ENSMUST00000117291.8	ENSMUSG00000040675	+	full	2934	2912	59	230	289	103	0.020260989010989012	0.07898351648351648	0.09924450549450549	0.03537087912087912	0.2041522491349481
ENSMUST00000045730.7	ENSMUSG00000038587	+	full	5055	5013	120	530	650	156	0.023937761819269897	0.10572511470177538	0.12966287652104527	0.031119090365050867	0.18461538461538463
ENSMUST00000100077.5	ENSMUSG00000075327	-	full	1545	123	4	10	14	3	0.032520325203252036	0.08130081300813008	0.11382113821138211	0.024390243902439025	0.2857142857142857
ENSMUST00000095893.11	ENSMUSG00000061759	+	full	1320	505	11	51	62	19	0.02178217821782178	0.100990099009901	0.12277227722772277	0.03762376237623762	0.1774193548387097
ENSMUST00000019931.12	ENSMUSG00000019796	+	full	1452	1247	24	86	110	29	0.019246190858059342	0.06896551724137931	0.08821170809943865	0.023255813953488372	0.21818181818181817
ENSMUST00000165952.9	ENSMUSG00000040021	+	full	3390	2830	90	196	286	118	0.03180212014134275	0.06925795053003533	0.1010600706713781	0.04169611307420495	0.3146853146853147
ENSMUST00000165806.8	ENSMUSG00000019794	+	full	1482	1233	28	117	145	58	0.0227088402270884	0.0948905109489051	0.11759935117599352	0.047039740470397405	0.19310344827586207
ENSMUST00000124838.2	ENSMUSG00000040006	-	full	987	828	18	72	90	36	0.021739130434782608	0.08695652173913043	0.10869565217391304	0.043478260869565216	0.2
ENSMUST00000015901.11	ENSMUSG00000015757	+	full	1479	1177	17	131	148	61	0.014443500424808835	0.11129991503823279	0.12574341546304163	0.051826677994902294	0.11486486486486487
ENSMUST00000146444.8	ENSMUSG00000015755	-	full	2082	1889	66	116	182	65	0.03493912122816305	0.0614081524616199	0.09634727368978295	0.03440974060349391	0.3626373626373626
ENSMUST00000061601.9	ENSMUSG00000047712	-	full	1224	890	15	73	88	19	0.016853932584269662	0.08202247191011236	0.09887640449438202	0.021348314606741574	0.17045454545454544
ENSMUST00000015449.6	ENSMUSG00000015305	-	full	3693	3379	57	305	362	111	0.016868896123113347	0.09026339153595739	0.10713228765907074	0.0328499556081681	0.1574585635359116
ENSMUST00000038213.14	ENSMUSG00000019790	-	full	3459	3367	75	306	381	117	0.022275022275022274	0.09088209088209089	0.11315711315711316	0.03474903474903475	0.1968503937007874
ENSMUST00000019974.5	ENSMUSG00000019832	-	full	672	472	14	28	42	14	0.029661016949152543	0.059322033898305086	0.08898305084745763	0.029661016949152543	0.3333333333333333
ENSMUST00000044053.13	ENSMUSG00000090112	+	full	5025	4878	122	485	607	218	0.025010250102501026	0.0994259942599426	0.12443624436244362	0.04469044690446904	0.20098846787479407
ENSMUST00000129456.8	ENSMUSG00000047648	+	full	2241	1987	43	188	231	98	0.021640664318067437	0.09461499748364369	0.11625566180171112	0.04932058379466533	0.18614718614718614
ENSMUST00000105139.5	ENSMUSG00000078348	+	full	261	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000121325.8	ENSMUSG00000019817	+	full	2037	1957	65	163	228	31	0.03321410321921308	0.08329075114971896	0.11650485436893204	0.015840572304547777	0.2850877192982456
ENSMUST00000105543.9	ENSMUSG00000062866	-	full	1692	1626	34	156	190	59	0.020910209102091022	0.0959409594095941	0.11685116851168512	0.03628536285362854	0.17894736842105263
ENSMUST00000060212.13	ENSMUSG00000019810	+	full	1386	1363	44	106	150	50	0.032281731474688186	0.07776962582538519	0.11005135730007337	0.036683785766691124	0.29333333333333333
ENSMUST00000019945.15	ENSMUSG00000019809	-	full	1119	985	27	86	113	39	0.027411167512690356	0.08730964467005076	0.11472081218274112	0.03959390862944162	0.23893805309734514
ENSMUST00000019944.9	ENSMUSG00000019808	+	full	576	482	11	41	52	12	0.022821576763485476	0.08506224066390042	0.1078838174273859	0.024896265560165973	0.21153846153846154
ENSMUST00000187083.7	ENSMUSG00000015501	+	full	7293	6418	129	571	700	186	0.020099719538797134	0.08896852602056715	0.10906824555936429	0.028980990962916797	0.18428571428571427
ENSMUST00000238680.2	ENSMUSG00000039116	-	full	3663	3434	65	268	333	133	0.01892836342457775	0.07804309842748981	0.09697146185206756	0.03873034362259756	0.19519519519519518
ENSMUST00000154132.8	ENSMUSG00000019868	-	full	930	734	16	66	82	34	0.021798365122615803	0.08991825613079019	0.11171662125340599	0.04632152588555858	0.1951219512195122
ENSMUST00000038107.9	ENSMUSG00000039910	+	full	810	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000037879.8	ENSMUSG00000039879	-	full	1635	1420	29	108	137	27	0.020422535211267606	0.07605633802816901	0.09647887323943662	0.019014084507042252	0.2116788321167883
ENSMUST00000020002.9	ENSMUSG00000078453	-	full	246	11	0	0	0	1	0.0	0.0	0.0	0.09090909090909091	NA
ENSMUST00000126390.8	ENSMUSG00000019854	+	full	2388	2269	58	164	222	91	0.025561921551344204	0.07227853680035258	0.09784045835169679	0.04010577346848832	0.26126126126126126
ENSMUST00000080860.13	ENSMUSG00000059554	-	full	555	450	10	48	58	15	0.022222222222222223	0.10666666666666667	0.1288888888888889	0.03333333333333333	0.1724137931034483
ENSMUST00000020000.7	ENSMUSG00000019853	-	full	618	369	9	35	44	10	0.024390243902439025	0.0948509485094851	0.11924119241192412	0.02710027100271003	0.20454545454545456
ENSMUST00000019998.9	ENSMUSG00000019851	+	full	582	305	9	19	28	1	0.029508196721311476	0.06229508196721312	0.09180327868852459	0.003278688524590164	0.32142857142857145
ENSMUST00000019997.11	ENSMUSG00000019850	-	full	2328	1993	46	177	223	56	0.02308078273958856	0.08881083793276467	0.11189162067235324	0.02809834420471651	0.2062780269058296
ENSMUST00000020182.16	ENSMUSG00000020003	-	full	957	838	24	59	83	34	0.028639618138424822	0.07040572792362769	0.09904534606205251	0.0405727923627685	0.2891566265060241
ENSMUST00000095806.10	ENSMUSG00000071369	+	full	4143	4035	69	339	408	140	0.017100371747211896	0.08401486988847584	0.10111524163568773	0.03469640644361834	0.16911764705882354
ENSMUST00000092678.10	ENSMUSG00000037608	+	full	2613	2557	46	299	345	117	0.01798983183418068	0.11693390692217442	0.1349237387563551	0.04575674618693782	0.13333333333333333
ENSMUST00000105525.12	ENSMUSG00000019986	+	full	3144	3091	63	302	365	126	0.020381753477838885	0.0977030087350372	0.11808476221287609	0.04076350695567777	0.1726027397260274
ENSMUST00000219915.2	ENSMUSG00000019977	+	full	2049	1987	44	181	225	95	0.02214393558127831	0.09109209864116759	0.1132360342224459	0.04781077000503271	0.19555555555555557
ENSMUST00000120509.8	ENSMUSG00000019970	+	full	1575	1357	26	114	140	50	0.01915991156963891	0.08400884303610906	0.10316875460574797	0.036845983787767135	0.18571428571428572
ENSMUST00000127698.8	ENSMUSG00000071359	-	full	561	431	3	46	49	26	0.0069605568445475635	0.10672853828306264	0.1136890951276102	0.060324825986078884	0.061224489795918366
ENSMUST00000219315.2	ENSMUSG00000010461	-	full	1920	1789	43	134	177	61	0.024035774175517048	0.07490217998882057	0.09893795416433762	0.03409726103968697	0.24293785310734464
ENSMUST00000218221.2	ENSMUSG00000061983	-	full	447	334	4	25	29	15	0.011976047904191617	0.0748502994011976	0.08682634730538923	0.04491017964071856	0.13793103448275862
ENSMUST00000020159.15	ENSMUSG00000019984	+	full	4104	3889	97	303	400	144	0.024942144510156854	0.07791205965543842	0.10285420416559526	0.0370275134996143	0.2425
ENSMUST00000041984.14	ENSMUSG00000039166	-	full	945	698	13	73	86	28	0.01862464183381089	0.10458452722063037	0.12320916905444126	0.04011461318051576	0.1511627906976744
ENSMUST00000053748.16	ENSMUSG00000019978	+	full	2967	2918	61	280	341	112	0.020904729266620972	0.09595613433858807	0.11686086360520904	0.03838245373543523	0.17888563049853373
ENSMUST00000040219.13	ENSMUSG00000039089	-	full	2652	2458	98	213	311	81	0.03986981285598047	0.08665581773799837	0.12652563059397884	0.03295362082994304	0.31511254019292606
ENSMUST00000039557.9	ENSMUSG00000039031	+	full	1992	1850	54	172	226	66	0.02918918918918919	0.09297297297297297	0.12216216216216216	0.03567567567567568	0.23893805309734514
ENSMUST00000218276.2	ENSMUSG00000019889	+	full	4416	4312	100	335	435	166	0.023191094619666047	0.07769016697588126	0.1008812615955473	0.03849721706864564	0.22988505747126436
ENSMUST00000160144.9	ENSMUSG00000038876	-	full	1080	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000099985.6	ENSMUSG00000075266	-	full	261	184	3	15	18	6	0.016304347826086956	0.08152173913043478	0.09782608695652174	0.03260869565217391	0.16666666666666666
ENSMUST00000161074.8	ENSMUSG00000019791	-	full	498	415	3	37	40	13	0.007228915662650603	0.0891566265060241	0.0963855421686747	0.03132530120481928	0.075
ENSMUST00000216172.2	ENSMUSG00000039697	-	full	666	480	10	48	58	12	0.020833333333333332	0.1	0.12083333333333333	0.025	0.1724137931034483
ENSMUST00000000304.14	ENSMUSG00000000295	+	full	600	452	9	47	56	18	0.01991150442477876	0.10398230088495575	0.12389380530973451	0.03982300884955752	0.16071428571428573
ENSMUST00000000305.7	ENSMUSG00000000296	-	full	615	436	11	40	51	18	0.02522935779816514	0.09174311926605505	0.11697247706422019	0.04128440366972477	0.21568627450980393
ENSMUST00000019917.6	ENSMUSG00000019782	-	full	732	560	11	71	82	25	0.019642857142857142	0.12678571428571428	0.14642857142857144	0.044642857142857144	0.13414634146341464
ENSMUST00000048010.9	ENSMUSG00000039497	-	full	2877	1068	26	84	110	35	0.024344569288389514	0.07865168539325842	0.10299625468164794	0.03277153558052434	0.23636363636363636
ENSMUST00000047935.8	ENSMUSG00000039485	+	full	1221	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000019911.14	ENSMUSG00000019777	+	full	1467	1386	21	153	174	72	0.015151515151515152	0.11038961038961038	0.12554112554112554	0.05194805194805195	0.1206896551724138
ENSMUST00000092584.6	ENSMUSG00000069662	-	full	930	52	1	5	6	0	0.019230769230769232	0.09615384615384616	0.11538461538461539	0.0	0.16666666666666666
ENSMUST00000019992.6	ENSMUSG00000019846	+	full	5451	5255	102	456	558	193	0.019410085632730733	0.0867745004757374	0.10618458610846812	0.036726926736441484	0.1827956989247312
ENSMUST00000099967.10	ENSMUSG00000019843	+	full	1614	1355	28	123	151	45	0.020664206642066422	0.0907749077490775	0.11143911439114391	0.033210332103321034	0.18543046357615894
ENSMUST00000019986.13	ENSMUSG00000019841	+	full	9369	9178	201	881	1082	450	0.021900196121159295	0.09599041185443452	0.11789060797559381	0.049030289823490954	0.18576709796672827
ENSMUST00000092566.8	ENSMUSG00000019838	-	full	1539	1256	14	85	99	26	0.011146496815286623	0.06767515923566879	0.07882165605095541	0.020700636942675158	0.1414141414141414
ENSMUST00000044672.11	ENSMUSG00000038481	+	full	1506	1327	35	113	148	40	0.02637528259231349	0.08515448379804069	0.11152976639035418	0.03014318010550113	0.23648648648648649
ENSMUST00000044166.9	ENSMUSG00000038446	-	full	1740	1512	33	152	185	51	0.021825396825396824	0.10052910052910052	0.12235449735449735	0.03373015873015873	0.1783783783783784
ENSMUST00000019975.14	ENSMUSG00000019831	+	full	1680	1472	27	102	129	46	0.018342391304347828	0.06929347826086957	0.08763586956521739	0.03125	0.20930232558139536
ENSMUST00000080771.10	ENSMUSG00000019826	+	full	2133	1317	25	134	159	39	0.018982536066818528	0.1017463933181473	0.12072892938496584	0.029612756264236904	0.15723270440251572
ENSMUST00000019967.16	ENSMUSG00000019823	+	full	3147	2966	82	220	302	72	0.027646662171274445	0.07417397167902899	0.10182063385030343	0.024275118004045852	0.271523178807947
