bovine_ensembl_gene_id	human_gene_id	mouse_return_gene	3utr_pid_aln_mean	3utr_pid_shorter_mean	3utr_pid_longer_mean	3utr_pct_gaps_mean	3utr_coverage_mean	5utr_pid_aln_mean	5utr_pid_shorter_mean	5utr_pid_longer_mean	5utr_pct_gaps_mean	5utr_coverage_mean	cds_pid_aln_mean	cds_pid_shorter_mean	cds_pid_longer_mean	cds_pct_gaps_mean	cds_coverage_mean	alignment_file_3utr	alignment_file_5utr	alignment_file_cds
ENSBTAG00000007784	ENSG00000121579	ENSMUSG00000022698	33.7611	78.3307	44.1226	59.3637	83.5262	26.8519	46.3361	31.3237	52.0062	89.8148	77.5578	91.123	81.3606	14.8515	95.7096	alignment_seq_extracted/aln_fasta/ENSBTAG00000007784__ENSG00000121579__ENSMUSG00000022698.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007784__ENSG00000121579__ENSMUSG00000022698.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007784__ENSG00000121579__ENSMUSG00000022698.CDS.aln.fa
ENSBTAG00000002117	ENSG00000121621	ENSMUSG00000027115	59.7293	68.8368	62.7933	17.4281	99.154	30.4094	54.6572	37.5357	52.5146	89.1228	82.7092	83.5953	82.857	1.2236	99.9629	alignment_seq_extracted/aln_fasta/ENSBTAG00000002117__ENSG00000121621__ENSMUSG00000027115.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002117__ENSG00000121621__ENSMUSG00000027115.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002117__ENSG00000121621__ENSMUSG00000027115.CDS.aln.fa
ENSBTAG00000001478	ENSG00000121644	ENSMUSG00000026502	9.864	78.8826	10.6211	87.021	78.9782	41.8182	84.1094	55.0003	50.5628	84.0693	91.396	91.396	91.396	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000001478__ENSG00000121644__ENSMUSG00000026502.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001478__ENSG00000121644__ENSMUSG00000026502.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001478__ENSG00000121644__ENSMUSG00000026502.CDS.aln.fa
ENSBTAG00000000317	ENSG00000121653	ENSMUSG00000027223	58.8916	68.4001	61.9935	15.6741	96.8156	18.9211	53.4936	30.5229	65.2979	80.4348	84.9393	87.3098	86.4082	3.9189	99.4929	alignment_seq_extracted/aln_fasta/ENSBTAG00000000317__ENSG00000121653__ENSMUSG00000027223.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000317__ENSG00000121653__ENSMUSG00000027223.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000317__ENSG00000121653__ENSMUSG00000027223.CDS.aln.fa
ENSBTAG00000003126	ENSG00000121680	ENSMUSG00000027222	9.8629	58.6466	25.5692	86.1287	72.0992	10.2067	80.303	16.5962	86.8217	75.1938	79.9636	86.8447	83.4485	9.3807	97.3588	alignment_seq_extracted/aln_fasta/ENSBTAG00000003126__ENSG00000121680__ENSMUSG00000027222.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003126__ENSG00000121680__ENSMUSG00000027222.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003126__ENSG00000121680__ENSMUSG00000027222.CDS.aln.fa
ENSBTAG00000020403	ENSG00000121741	ENSMUSG00000021945	35.1301	80.8303	36.8193	57.3801	95.6231	22.0513	72.7716	29.005	70.3846	83.7179	89.5017	89.6093	89.5227	0.1451	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000020403__ENSG00000121741__ENSMUSG00000021945.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020403__ENSG00000121741__ENSMUSG00000021945.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020403__ENSG00000121741__ENSMUSG00000021945.CDS.aln.fa
ENSBTAG00000012828	ENSG00000121749	ENSMUSG00000020130	53.4031	83.5913	64.4705	37.8127	88.3653	45.2381	86.5424	49.4048	48.2143	92.2619	86.9782	89.428	87.6935	2.7457	99.1811	alignment_seq_extracted/aln_fasta/ENSBTAG00000012828__ENSG00000121749__ENSMUSG00000020130.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012828__ENSG00000121749__ENSMUSG00000020130.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012828__ENSG00000121749__ENSMUSG00000020130.CDS.aln.fa
ENSBTAG00000016818	ENSG00000121766	ENSMUSG00000028772	29.4184	59.7103	44.9525	60.172	83.5483	36.4912	65.1063	44.2977	46.3158	87.7193	92.0569	92.0569	92.0569	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000016818__ENSG00000121766__ENSMUSG00000028772.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016818__ENSG00000121766__ENSMUSG00000028772.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016818__ENSG00000121766__ENSMUSG00000028772.CDS.aln.fa
ENSBTAG00000016819	ENSG00000121769	ENSMUSG00000028773	12.5232	72.1067	18.6764	83.5807	76.3451	15.0485	51.1828	31.8703	78.1553	76.8608	78.7728	83.7806	78.7728	5.9701	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000016819__ENSG00000121769__ENSMUSG00000028773.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016819__ENSG00000121769__ENSMUSG00000028773.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016819__ENSG00000121769__ENSMUSG00000028773.CDS.aln.fa
ENSBTAG00000012497	ENSG00000121774	ENSMUSG00000028790	31.7274	92.451	38.8174	66.059	84.5486	70.0	85.7843	75.0094	18.9583	94.375	91.4164	91.4164	91.4164	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000012497__ENSG00000121774__ENSMUSG00000028790.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012497__ENSG00000121774__ENSMUSG00000028790.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012497__ENSG00000121774__ENSMUSG00000028790.CDS.aln.fa
ENSBTAG00000016954	ENSG00000121775	ENSMUSG00000002845	29.5567	58.9015	31.9139	59.9343	94.9097	26.3374	62.5785	34.3916	58.8477	84.3621	64.7399	68.6226	67.5658	8.3066	98.2873	alignment_seq_extracted/aln_fasta/ENSBTAG00000016954__ENSG00000121775__ENSMUSG00000002845.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016954__ENSG00000121775__ENSMUSG00000002845.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016954__ENSG00000121775__ENSMUSG00000002845.CDS.aln.fa
ENSBTAG00000013910	ENSG00000121851	ENSMUSG00000028104	29.3397	53.7627	32.6537	45.947	91.6963	29.0476	55.2778	29.7222	54.2857	95.2381	62.9049	91.6286	72.2727	31.348	89.5507	alignment_seq_extracted/aln_fasta/ENSBTAG00000013910__ENSG00000121851__ENSMUSG00000028104.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013910__ENSG00000121851__ENSMUSG00000028104.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013910__ENSG00000121851__ENSMUSG00000028104.CDS.aln.fa
ENSBTAG00000057675	ENSG00000121858	ENSMUSG00000039304	15.0678	52.9149	17.2403	71.8311	85.3576	23.7726	45.3294	25.2813	47.5452	95.8656	58.9308	73.0402	63.6978	19.8742	93.8365	alignment_seq_extracted/aln_fasta/ENSBTAG00000057675__ENSG00000121858__ENSMUSG00000039304.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000057675__ENSG00000121858__ENSMUSG00000039304.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000057675__ENSG00000121858__ENSMUSG00000039304.CDS.aln.fa
ENSBTAG00000037393	ENSG00000121864	ENSMUSG00000039634	10.3814	50.4884	17.3005	83.3604	75.4777	28.4762	43.366	32.2276	37.4286	91.7143	46.0175	59.968	54.27	25.8246	92.2456	alignment_seq_extracted/aln_fasta/ENSBTAG00000037393__ENSG00000121864__ENSMUSG00000039634.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000037393__ENSG00000121864__ENSMUSG00000039634.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000037393__ENSG00000121864__ENSMUSG00000039634.CDS.aln.fa
ENSBTAG00000009232	ENSG00000121879	ENSMUSG00000027665	22.3421	79.6259	26.7344	72.8043	83.5575	30.9693	67.0885	36.17	56.9149	85.4019	91.6952	91.6952	91.6952	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000009232__ENSG00000121879__ENSMUSG00000027665.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009232__ENSG00000121879__ENSMUSG00000027665.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009232__ENSG00000121879__ENSMUSG00000027665.CDS.aln.fa
ENSBTAG00000017809	ENSG00000121892	ENSMUSG00000034021	26.1362	56.5447	28.8837	52.7347	94.5196	22.9167	66.1183	29.3735	69.422	82.3253	65.8202	74.9062	70.93	14.3533	95.4594	alignment_seq_extracted/aln_fasta/ENSBTAG00000017809__ENSG00000121892__ENSMUSG00000034021.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017809__ENSG00000121892__ENSMUSG00000034021.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017809__ENSG00000121892__ENSMUSG00000034021.CDS.aln.fa
ENSBTAG00000019555	ENSG00000121903	ENSMUSG00000061894	13.5307	62.2127	19.3341	80.2027	78.1015	31.2121	54.096	34.4624	47.4242	90.4545	72.2889	81.3963	75.2375	11.5209	96.5981	alignment_seq_extracted/aln_fasta/ENSBTAG00000019555__ENSG00000121903__ENSMUSG00000061894.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019555__ENSG00000121903__ENSMUSG00000061894.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019555__ENSG00000121903__ENSMUSG00000061894.CDS.aln.fa
ENSBTAG00000012659	ENSG00000121931	ENSMUSG00000056260	15.0871	49.4192	25.4227	78.7309	77.0969	24.3373	64.8893	28.5	63.6948	85.4618	81.0162	84.7469	82.9525	5.402	98.6181	alignment_seq_extracted/aln_fasta/ENSBTAG00000012659__ENSG00000121931__ENSMUSG00000056260.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012659__ENSG00000121931__ENSMUSG00000056260.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012659__ENSG00000121931__ENSMUSG00000056260.CDS.aln.fa
ENSBTAG00000017124	ENSG00000121957	ENSMUSG00000027883	9.2518	61.4904	17.88	86.5771	73.7654	25.8642	50.6939	27.0836	65.0	96.7284	84.6817	86.4949	85.5822	2.4733	99.3139	alignment_seq_extracted/aln_fasta/ENSBTAG00000017124__ENSG00000121957__ENSMUSG00000027883.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017124__ENSG00000121957__ENSMUSG00000027883.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017124__ENSG00000121957__ENSMUSG00000027883.CDS.aln.fa
ENSBTAG00000001132	ENSG00000121964	ENSMUSG00000036890	3.4719	46.6955	3.4766	96.1872	70.4795	28.3049	56.41	35.2482	61.395	88.2401	78.6101	82.2958	80.198	5.6066	99.1048	alignment_seq_extracted/aln_fasta/ENSBTAG00000001132__ENSG00000121964__ENSMUSG00000036890.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001132__ENSG00000121964__ENSMUSG00000036890.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001132__ENSG00000121964__ENSMUSG00000036890.CDS.aln.fa
ENSBTAG00000001060	ENSG00000121966	ENSMUSG00000045382	62.9857	78.8783	68.9941	21.8814	94.274	29.6296	62.3163	30.3694	57.4074	98.8889	84.703	87.1174	85.5173	2.9548	99.2613	alignment_seq_extracted/aln_fasta/ENSBTAG00000001060__ENSG00000121966__ENSMUSG00000045382.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001060__ENSG00000121966__ENSMUSG00000045382.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001060__ENSG00000121966__ENSMUSG00000045382.CDS.aln.fa
ENSBTAG00000026842	ENSG00000121988	ENSMUSG00000036086	7.3593	53.1031	11.0205	87.8788	74.6163	14.8459	54.2761	22.1415	74.5098	78.4314	81.0125	82.8066	81.403	2.5262	99.8768	alignment_seq_extracted/aln_fasta/ENSBTAG00000026842__ENSG00000121988__ENSMUSG00000036086.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026842__ENSG00000121988__ENSMUSG00000036086.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000026842__ENSG00000121988__ENSMUSG00000036086.CDS.aln.fa
ENSBTAG00000018114	ENSG00000121989	ENSMUSG00000052155	59.4799	82.5179	63.0736	31.383	97.6668	14.3206	63.3639	17.31	84.0176	80.4008	81.6938	94.2499	85.8955	13.3221	95.5593	alignment_seq_extracted/aln_fasta/ENSBTAG00000018114__ENSG00000121989__ENSMUSG00000052155.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018114__ENSG00000121989__ENSMUSG00000052155.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018114__ENSG00000121989__ENSMUSG00000052155.CDS.aln.fa
ENSBTAG00000004028	ENSG00000122008	ENSMUSG00000021668	7.8748	63.8766	23.4975	88.8366	71.1595	17.9487	44.7611	20.099	62.1795	92.6282	78.1772	83.5137	79.7156	6.6086	98.2571	alignment_seq_extracted/aln_fasta/ENSBTAG00000004028__ENSG00000122008__ENSMUSG00000021668.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004028__ENSG00000122008__ENSMUSG00000021668.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004028__ENSG00000122008__ENSMUSG00000021668.CDS.aln.fa
ENSBTAG00000020530	ENSG00000122033	ENSMUSG00000016510	3.9914	66.3749	4.7802	93.7572	72.3817	11.0874	54.2222	18.0891	81.0235	75.9773	70.8976	72.4436	71.5709	2.9656	99.8814	alignment_seq_extracted/aln_fasta/ENSBTAG00000020530__ENSG00000122033__ENSMUSG00000016510.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020530__ENSG00000122033__ENSMUSG00000016510.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020530__ENSG00000122033__ENSMUSG00000016510.CDS.aln.fa
ENSBTAG00000012600	ENSG00000122034	ENSMUSG00000024220	9.6997	48.671	14.4159	79.8129	78.2866	10.7461	35.532	12.7659	75.154	84.3943	36.8721	54.7262	41.3587	33.105	93.6073	alignment_seq_extracted/aln_fasta/ENSBTAG00000012600__ENSG00000122034__ENSMUSG00000024220.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012600__ENSG00000122034__ENSMUSG00000024220.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012600__ENSG00000122034__ENSMUSG00000024220.CDS.aln.fa
ENSBTAG00000005244	ENSG00000122035	ENSMUSG00000029641	14.594	66.5516	19.8776	79.311	78.6106	30.6306	53.7761	37.6976	48.3483	86.4865	81.9501	83.3025	82.6246	2.1769	99.7279	alignment_seq_extracted/aln_fasta/ENSBTAG00000005244__ENSG00000122035__ENSMUSG00000029641.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005244__ENSG00000122035__ENSMUSG00000029641.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005244__ENSG00000122035__ENSMUSG00000029641.CDS.aln.fa
ENSBTAG00000012170	ENSG00000122042	ENSMUSG00000001687	33.0275	67.2482	40.4323	58.9761	90.3387	21.492	57.2178	24.1656	68.2356	87.4778	62.3529	89.8305	71.3393	30.5882	89.8039	alignment_seq_extracted/aln_fasta/ENSBTAG00000012170__ENSG00000122042__ENSMUSG00000001687.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012170__ENSG00000122042__ENSMUSG00000001687.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012170__ENSG00000122042__ENSMUSG00000001687.CDS.aln.fa
ENSBTAG00000014874	ENSG00000122068	ENSMUSG00000022800	13.7819	80.9344	14.4991	81.2989	84.3178	42.7729	70.4945	46.1934	38.9381	92.9204	89.3403	89.8064	89.6203	0.625	99.7917	alignment_seq_extracted/aln_fasta/ENSBTAG00000014874__ENSG00000122068__ENSMUSG00000022800.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014874__ENSG00000122068__ENSMUSG00000022800.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014874__ENSG00000122068__ENSMUSG00000022800.CDS.aln.fa
ENSBTAG00000000784	ENSG00000122085	ENSMUSG00000026273	32.2489	59.0075	36.9648	49.8858	90.1826	19.5238	59.4628	22.5519	68.0952	85.2381	69.3066	76.9415	71.6855	10.5309	97.302	alignment_seq_extracted/aln_fasta/ENSBTAG00000000784__ENSG00000122085__ENSMUSG00000026273.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000784__ENSG00000122085__ENSMUSG00000026273.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000784__ENSG00000122085__ENSMUSG00000026273.CDS.aln.fa
ENSBTAG00000018247	ENSG00000122126	ENSMUSG00000001173	67.8094	71.8546	71.3172	9.3625	98.8159	52.4691	74.041	57.8545	30.1235	92.8395	88.8643	89.4277	88.8962	0.6652	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000018247__ENSG00000122126__ENSMUSG00000001173.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018247__ENSG00000122126__ENSMUSG00000001173.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018247__ENSG00000122126__ENSMUSG00000001173.CDS.aln.fa
ENSBTAG00000009441	ENSG00000122257	ENSMUSG00000030779	93.7599	95.6455	94.8819	2.7646	99.6051	38.7546	90.7453	48.6587	57.8377	84.4796	87.2593	87.6635	87.4356	0.5556	99.8889	alignment_seq_extracted/aln_fasta/ENSBTAG00000009441__ENSG00000122257__ENSMUSG00000030779.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009441__ENSG00000122257__ENSMUSG00000030779.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009441__ENSG00000122257__ENSMUSG00000030779.CDS.aln.fa
ENSBTAG00000014826	ENSG00000122299	ENSMUSG00000037965	79.2841	83.7747	82.5129	8.2327	98.9262	23.7179	74.2257	24.9753	61.0577	93.75	87.7013	87.8507	87.7311	0.2055	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000014826__ENSG00000122299__ENSMUSG00000037965.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014826__ENSG00000122299__ENSMUSG00000037965.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014826__ENSG00000122299__ENSMUSG00000037965.CDS.aln.fa
ENSBTAG00000011509	ENSG00000122335	ENSMUSG00000015659	16.0385	51.8973	18.081	67.9696	92.3065	29.6296	50.7868	30.1075	46.0317	98.9418	82.6802	85.2972	82.6802	3.0534	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000011509__ENSG00000122335__ENSMUSG00000015659.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011509__ENSG00000122335__ENSMUSG00000015659.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011509__ENSG00000122335__ENSMUSG00000015659.CDS.aln.fa
ENSBTAG00000020940	ENSG00000122359	ENSMUSG00000021866	9.7012	69.5589	26.9927	86.7995	71.5538	20.7176	35.8708	24.8046	56.9444	95.6019	84.8466	88.2642	86.131	4.0	98.6667	alignment_seq_extracted/aln_fasta/ENSBTAG00000020940__ENSG00000122359__ENSMUSG00000021866.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020940__ENSG00000122359__ENSMUSG00000021866.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020940__ENSG00000122359__ENSMUSG00000021866.CDS.aln.fa
ENSBTAG00000005572	ENSG00000122386	ENSMUSG00000051351	3.3809	54.6207	18.8791	93.8972	68.9613	17.1629	50.2941	18.9941	63.164	91.3602	50.6264	64.082	57.058	29.9277	95.9414	alignment_seq_extracted/aln_fasta/ENSBTAG00000005572__ENSG00000122386__ENSMUSG00000051351.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005572__ENSG00000122386__ENSMUSG00000051351.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005572__ENSG00000122386__ENSMUSG00000051351.CDS.aln.fa
ENSBTAG00000004875	ENSG00000122390	ENSMUSG00000005982	46.7686	57.0821	52.2438	24.8316	95.9949	27.4929	46.4561	31.173	43.5897	90.3134	90.9008	90.9008	90.9008	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000004875__ENSG00000122390__ENSMUSG00000005982.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004875__ENSG00000122390__ENSMUSG00000005982.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004875__ENSG00000122390__ENSMUSG00000005982.CDS.aln.fa
ENSBTAG00000002026	ENSG00000122406	ENSMUSG00000058558	4.2281	72.1034	26.8518	94.723	68.7316	25.8799	49.973	31.5695	51.9669	86.1284	68.7482	91.126	76.2838	24.557	91.8143	alignment_seq_extracted/aln_fasta/ENSBTAG00000002026__ENSG00000122406__ENSMUSG00000058558.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002026__ENSG00000122406__ENSMUSG00000058558.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002026__ENSG00000122406__ENSMUSG00000058558.CDS.aln.fa
ENSBTAG00000011200	ENSG00000122482	ENSMUSG00000049606	84.1382	87.5402	87.348	6.4177	98.8624	13.9069	69.8948	16.9893	76.0823	83.7662	88.1788	88.4841	88.3116	0.4261	99.9248	alignment_seq_extracted/aln_fasta/ENSBTAG00000011200__ENSG00000122482__ENSMUSG00000049606.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011200__ENSG00000122482__ENSMUSG00000049606.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011200__ENSG00000122482__ENSMUSG00000049606.CDS.aln.fa
ENSBTAG00000006528	ENSG00000122507	ENSMUSG00000035919	12.2704	60.6697	13.4876	82.1415	81.399	27.1484	53.1036	29.407	61.7188	97.1354	85.2908	85.8304	85.385	0.738	99.9875	alignment_seq_extracted/aln_fasta/ENSBTAG00000006528__ENSG00000122507__ENSMUSG00000035919.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006528__ENSG00000122507__ENSMUSG00000035919.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006528__ENSG00000122507__ENSMUSG00000035919.CDS.aln.fa
ENSBTAG00000011997	ENSG00000122515	ENSMUSG00000041164	28.9053	64.8146	38.2187	58.3769	83.8124	31.067	54.5457	44.4478	53.2578	85.0803	85.0587	86.5364	85.6807	1.8499	99.4308	alignment_seq_extracted/aln_fasta/ENSBTAG00000011997__ENSG00000122515__ENSMUSG00000041164.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011997__ENSG00000122515__ENSMUSG00000041164.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011997__ENSG00000122515__ENSMUSG00000041164.CDS.aln.fa
ENSBTAG00000001182	ENSG00000122545	ENSMUSG00000001833	35.0772	91.9871	49.7526	62.4298	80.9691	66.6667	81.3865	68.2464	18.1667	98.1667	95.104	95.104	95.104	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000001182__ENSG00000122545__ENSMUSG00000001833.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001182__ENSG00000122545__ENSMUSG00000001833.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001182__ENSG00000122545__ENSMUSG00000001833.CDS.aln.fa
ENSBTAG00000016010	ENSG00000122550	ENSMUSG00000028986	21.5414	73.8669	37.1392	71.9771	76.7338	36.1111	52.7585	39.8431	39.9758	95.7729	91.766	91.766	91.766	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000016010__ENSG00000122550__ENSMUSG00000028986.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016010__ENSG00000122550__ENSMUSG00000028986.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016010__ENSG00000122550__ENSMUSG00000028986.CDS.aln.fa
ENSBTAG00000015105	ENSG00000122557	ENSMUSG00000008429	58.6578	87.8297	68.6587	34.4729	89.0788	42.9786	62.9292	51.66	35.7724	90.6135	91.1548	91.4492	91.1548	0.3276	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000015105__ENSG00000122557__ENSMUSG00000008429.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015105__ENSG00000122557__ENSMUSG00000008429.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015105__ENSG00000122557__ENSMUSG00000008429.CDS.aln.fa
ENSBTAG00000049437	ENSG00000122565	ENSMUSG00000029836	32.7493	71.5444	36.1085	56.7385	91.7341	55.2707	62.832	59.4949	16.5242	96.5812	91.4855	91.4855	91.4855	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000049437__ENSG00000122565__ENSMUSG00000029836.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000049437__ENSG00000122565__ENSMUSG00000029836.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000049437__ENSG00000122565__ENSMUSG00000029836.CDS.aln.fa
ENSBTAG00000005726	ENSG00000122566	ENSMUSG00000004980	15.7845	64.4768	16.582	83.5641	82.5326	80.1961	87.0556	80.815	8.8235	99.8039	91.7451	93.8806	91.7451	2.2599	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000005726__ENSG00000122566__ENSMUSG00000004980.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005726__ENSG00000122566__ENSMUSG00000004980.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005726__ENSG00000122566__ENSMUSG00000004980.CDS.aln.fa
ENSBTAG00000001455	ENSG00000122592	ENSMUSG00000038236	24.9606	74.5556	26.0294	67.1391	96.6404	39.6135	99.4103	53.0416	60.1449	82.3671	86.4714	89.7231	87.468	3.9052	99.1632	alignment_seq_extracted/aln_fasta/ENSBTAG00000001455__ENSG00000122592__ENSMUSG00000038236.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001455__ENSG00000122592__ENSMUSG00000038236.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000001455__ENSG00000122592__ENSMUSG00000038236.CDS.aln.fa
