bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
ZC3H7A	A7Z062	ENSG00000122299	ENST00000355758	ENSMUSG00000037965	0.35782903185912	-1.39251662396447	0.0570116993783784	-0.447832098759794	TRUE	TRUE	1
SERAC1	Q2TBM9	ENSG00000122335	ENST00000647468	ENSMUSG00000015659	0.556466283382475	-1.82641419445555	0.0131571608571429	-0.0800923429786847	TRUE	TRUE	1
ANXA11	P27214	ENSG00000122359	ENST00000422982	ENSMUSG00000021866	6.39312345084714	5.79293735454924	0.615261948153846	1.09088429757083	TRUE	TRUE	1
ZNF205	Q58DK7	ENSG00000122386	ENST00000219091	ENSMUSG00000051351	-2.93520375038155	-7.1490819180868	-0.945546595046875	0.0540773565443274	TRUE	TRUE	1
NAA60	Q17QK9	ENSG00000122390	ENST00000407558	ENSMUSG00000005982	-1.35732502596216	0.313253223882762	0.0845028859466667	0.0739113896977607	TRUE	TRUE	1
RPL5	A0A3Q1MMW5	ENSG00000122406	ENST00000370321	ENSMUSG00000058558	10.6560940356364	0.46766639788131	1.21920751597436	1.0933692342303	TRUE	TRUE	1
ZNF644	A3KMW9	ENSG00000122482	ENST00000337393	ENSMUSG00000049606	-7.30997545496669	-5.8699978111456	-0.264306565219178	-0.341190353688601	TRUE	TRUE	1
BBS9	E1BHJ5	ENSG00000122507	ENST00000242067	ENSMUSG00000035919	4.42828543907626	5.36644976439508	-0.509935880712121	-0.368196963968174	TRUE	TRUE	1
ZMIZ2	F1MCH7	ENSG00000122515	ENST00000309315	ENSMUSG00000041164	4.40860454984248	2.55516028933979	-0.464290249486842	-0.408513582138113	TRUE	TRUE	1
SEPTIN7	Q6Q137	ENSG00000122545	ENST00000350320	ENSMUSG00000001833	5.06353368255406	2.31186009419606	1.25685559920513	1.35844916459279	TRUE	TRUE	1
KLHL7	Q0VCQ5	ENSG00000122550	ENST00000339077	ENSMUSG00000028986	1.69012791347821	0.84247430579839	0.365147409426667	0.573142697126272	TRUE	TRUE	1
HERPUD2	Q0P5H8	ENSG00000122557	ENST00000311350	ENSMUSG00000008429	-4.85863565209927	-2.28391251046587	0.126010869302632	0.16601670573238	TRUE	TRUE	1
CBX3	A6H7C4	ENSG00000122565	ENST00000396386	ENSMUSG00000029836	2.92492220580005	0.683773933339509	1.79577279869231	1.47746544967595	TRUE	TRUE	1
HNRNPA2B1	Q2HJ60	ENSG00000122566	ENST00000618183	ENSMUSG00000004980	5.7208580605243204	4.19443007151803	2.111285355	1.91765598258587	TRUE	TRUE	1
HOXA7	E1B8D8	ENSG00000122592	ENST00000242159	ENSMUSG00000038236	-3.86194969972346	1.25774230288962	0.563876921361111	0.145493785502248	TRUE	TRUE	1
FKBP9	Q2KJC8	ENSG00000122642	ENST00000242209	ENSMUSG00000029781	6.47931241595267	7.41753182273521	0.565184765943662	0.418354520033021	TRUE	TRUE	1
NT5C3A	A0AAA9TWP9	ENSG00000122643	ENST00000610140	ENSMUSG00000029780	1.50553694584254	-1.12084304494168	0.619477809831169	0.330970404129185	TRUE	TRUE	1
ARL4A	Q3T0M9	ENSG00000122644	ENST00000651779	ENSMUSG00000047446	-9.90093003849962	-5.21328117897167	0.119798788849315	0.123834989302512	TRUE	TRUE	1
TWIST1	G3N341	ENSG00000122691	ENST00000242261	ENSMUSG00000035799	-8.99958355505823	-5.62955934759562	0.805997497957447	0.44347020318022	TRUE	TRUE	1
SMU1	Q2TBS9	ENSG00000122692	ENST00000397149	ENSMUSG00000028409	3.01060684768287	1.17594469594901	1.05112172255128	0.9770072861107	TRUE	TRUE	1
GLIPR2	Q0VCH9	ENSG00000122694	ENST00000377960	ENSMUSG00000028480	4.47607307700069	3.12144712118016	0.770185325695652	0.858809138368314	TRUE	TRUE	1
MCART1	A5PJY3	ENSG00000122696	ENST00000242275	ENSMUSG00000045973	1.24866740195082	-3.47378457368919	-0.8720781215	-0.64388952603497	TRUE	TRUE	1
CLTA	A0AAA9SLG2	ENSG00000122705	ENST00000345519	ENSMUSG00000028478	4.13777876042885	3.18591871529785	1.24354110465385	1.00788390896085	TRUE	TRUE	1
RECK	E1BCI6	ENSG00000122707	ENST00000377966	ENSMUSG00000028476	2.01778703966027	3.52122757824009	-0.248486405866667	0.0384588199400139	TRUE	TRUE	1
ACO1	Q0VCU1	ENSG00000122729	ENST00000309951	ENSMUSG00000028405	6.95877135641026	2.66949437732118	0.498640486220779	0.630634564974919	TRUE	TRUE	1
DCAF10	F1MYV7	ENSG00000122741	ENST00000377724	ENSMUSG00000035572	-2.62498506352335	-4.57058399722181	0.0460004259054054	-0.0332243461069972	TRUE	TRUE	1
CNTFR	A0A3Q1LQY1	ENSG00000122756	ENST00000378980	ENSMUSG00000028444	6.74132427579171	1.78876969511793	0.524906638806452	0.612321380244252	TRUE	TRUE	1
TRIM24	A0A3Q1LM29	ENSG00000122779	ENST00000343526	ENSMUSG00000029833	-5.28476309694326	-3.40827539528322	0.193795739533333	-0.123229657821058	TRUE	TRUE	1
CALD1	A0AAA9TRW0	ENSG00000122786	ENST00000361675	ENSMUSG00000029761	7.28498357939851	3.84836337014419	0.97618415653125	0.960699104963171	TRUE	TRUE	1
PLAU	Q05589	ENSG00000122861	ENST00000372764	ENSMUSG00000021822	-2.58752344096476	-2.98708128845768	0.80429948715873	1.04962537601211	TRUE	TRUE	1
CHST3	E1BPN4	ENSG00000122863	ENST00000373115	ENSMUSG00000057337	-6.93721798657162	-3.67215036179588	-0.124961320793103	0.250493345661948	TRUE	TRUE	1
BICC1	A0A3Q1NJD5	ENSG00000122870	ENST00000373886	ENSMUSG00000014329	-3.81850285069567	1.89070767363664	-0.197913412173077	-0.427838366053462	TRUE	TRUE	1
CISD1	Q3ZBU2	ENSG00000122873	ENST00000333926	ENSMUSG00000037710	5.00343882943875	4.14565041668985	1.34056859702597	1.26075260001097	TRUE	TRUE	1
P4HA1	Q1RMU3	ENSG00000122884	ENST00000394890	ENSMUSG00000019916	4.65416089323719	5.26371307874341	0.93350439048052	0.882264734633313	TRUE	TRUE	1
SLC25A16	Q01888	ENSG00000122912	ENST00000609923	ENSMUSG00000071253	0.600829636010819	0.868098470055737	-0.322938545162162	-0.121391353951482	TRUE	TRUE	1
ZWINT	Q2TBH8	ENSG00000122952	ENST00000373944	ENSMUSG00000019923	3.69581134070925	-0.957668112001875	0.897448806866667	1.43688536249383	TRUE	TRUE	1
VPS26A	Q0VD53	ENSG00000122958	ENST00000263559	ENSMUSG00000020078	3.34072472979666	0.0782683537833037	1.33808628535897	1.05955475408773	TRUE	TRUE	1
RBM19	A0AAA9SPI2	ENSG00000122965	ENST00000261741	ENSMUSG00000029594	4.49902551948208	0.0553207977753577	-0.195676805780822	0.0754324761177906	TRUE	TRUE	1
CIT	A0ABI0NQG9	ENSG00000122966	ENST00000392521	ENSMUSG00000029516	0.335676353959227	-0.029775601513584	0.0508345583	0.0690422955807926	TRUE	TRUE	1
IFT81	A0A3Q1LJV4	ENSG00000122970	ENST00000242591	ENSMUSG00000029469	1.55692231958257	0.618291888858583	0.102431068211268	0.234255568262695	TRUE	TRUE	1
ACADS	F1MVL2	ENSG00000122971	ENST00000242592	ENSMUSG00000029545	4.08881202315179	2.52368099813572	0.276016166464789	0.686929107717998	TRUE	TRUE	1
DDX54	A0A3Q1MU57	ENSG00000123064	ENST00000306014	ENSMUSG00000029599	2.66351799190323	1.73075949269364	0.0558232547272727	0.149873120219983	TRUE	TRUE	1
CDKN2C	A7MBB9	ENSG00000123080	ENST00000371761	ENSMUSG00000096472	-3.13356335418842	-4.29388548972074	-0.743858207883333	0.724399762726153	TRUE	TRUE	1
RNF11	Q08DI6	ENSG00000123091	ENST00000242719	ENSMUSG00000028557	0.570121715944839	0.746662853060418	-0.954180207722222	-0.708956871866301	TRUE	TRUE	1
RASSF8	Q58CQ7	ENSG00000123094	ENST00000689635	ENSMUSG00000030259	-5.13934298431651	-5.54360450162864	-0.147550887296875	-0.275031565088206	TRUE	TRUE	1
BHLHE41	A0AAA9TSN8	ENSG00000123095	ENST00000242728	ENSMUSG00000030256	-7.95359402301966	-6.22829632741784	0.620756016865385	0.855332289211597	TRUE	TRUE	1
SSPN	E1BKV5	ENSG00000123096	ENST00000242729	ENSMUSG00000030255	1.27466767001927	0.296050423628659	0.812884418145833	0.860061730549352	TRUE	TRUE	1
WWP1	Q32PG0	ENSG00000123124	ENST00000517970	ENSMUSG00000041058	-2.15450677785295	-0.195957186743733	-1.03505248279167	-1.11724330780991	TRUE	TRUE	1
ACOT9	Q3SWX2	ENSG00000123130	ENST00000379303	ENSMUSG00000025287	4.58728586449148	2.41542997033507	0.534418884453333	0.362036764810487	TRUE	TRUE	1
PRDX4	Q9BGI2	ENSG00000123131	ENST00000379341	ENSMUSG00000025289	11.2981620038029	6.37646008836251	1.12245839423077	1.06245431913575	TRUE	TRUE	1
DDX39A	Q5E970	ENSG00000123136	ENST00000242776	ENSMUSG00000005481	3.35983134967162	3.62274426537858	0.716464207192308	0.870220794005704	TRUE	TRUE	1
PKN1	A1A4I4	ENSG00000123143	ENST00000242783	ENSMUSG00000004591	7.36653815543688	-1.70505185747777	-0.686236561526316	-0.24173087901196	TRUE	TRUE	1
ADGRE5	F1MCN3	ENSG00000123146	ENST00000242786	ENSMUSG00000002885	2.04077110869097	1.16357218790054	0.724349078666667	0.600108630306299	TRUE	TRUE	1
WDR83	Q0VCN2	ENSG00000123154	ENST00000418543	ENSMUSG00000026917	2.48795860761246	0.510690066052462	-0.304581779069444	0.844421543111039	TRUE	TRUE	1
GIPC1	E1BJQ7	ENSG00000123159	ENST00000393033	ENSMUSG00000019433	5.16536663007112	3.25408115267086	0.52783961256	0.128520289291044	TRUE	TRUE	1
SPRYD7	Q2T9X3	ENSG00000123178	ENST00000361840	ENSMUSG00000021930	1.26334532771457	-2.34986064375545	0.84577581725974	0.469553791774844	TRUE	TRUE	1
EBPL	E1BCB3	ENSG00000123179	ENST00000242827	ENSMUSG00000021928	6.26365269192793	3.794917314227	0.939920372539473	0.400552787763448	TRUE	TRUE	1
ATP7B	F1MKI1	ENSG00000123191	ENST00000242839	ENSMUSG00000006567	0.971860477302859	-6.78624247576257	-0.29824442904918	-0.200055653600205	TRUE	TRUE	1
ZC3H13	A0A3Q1MAG2	ENSG00000123200	ENST00000679008	ENSMUSG00000022000	-2.1271154052123	-3.1808773771199	0.231651779383562	-0.0790836105047531	TRUE	TRUE	1
NLN	A2VDQ5	ENSG00000123213	ENST00000380985	ENSMUSG00000021710	1.34669250552208	2.27493325079858	0.609708903948052	0.605922419536873	TRUE	TRUE	1
ATF1	A0AAA9S2P8	ENSG00000123268	ENST00000262053	ENSMUSG00000023027	-2.34600965986296	-2.15432670961864	0.408959510802632	0.391643094790165	TRUE	TRUE	1
SPATS2	F1MK70	ENSG00000123352	ENST00000552918	ENSMUSG00000051934	-0.281481884022808	-2.35939390496628	-0.357661598178082	-0.0298785291633892	TRUE	TRUE	1
ORMDL2	Q5E972	ENSG00000123353	ENST00000243045	ENSMUSG00000025353	2.2737725155214	2.74867163816647	1.07074706564935	0.544874162274577	TRUE	TRUE	1
NR4A1	A0AAF7A8J1	ENSG00000123358	ENST00000394825	ENSMUSG00000023034	-5.74809255319372	-6.92331531355875	-0.31405074719403	0.22943257491916	TRUE	TRUE	1
CDK2	Q5E9Y0	ENSG00000123374	ENST00000266970	ENSMUSG00000025358	3.37243248906998	-0.981975205900139	0.796666734675325	0.691686525221695	TRUE	TRUE	1
SMUG1	A0A3Q1M4X6	ENSG00000123415	ENST00000682136	ENSMUSG00000036061	-0.257731410031158	-2.8434059619359	-0.960205030917808	-0.00763722075589278	TRUE	TRUE	1
NA	P81947	ENSG00000123416	ENST00000336023	ENSMUSG00000072235	6.83586927811409	4.57419917214218	1.34041547155128	1.11308562971552	TRUE	TRUE	1
SARDH	E1BB28	ENSG00000123453	ENST00000439388	ENSMUSG00000033624	2.05859301389375	-0.582608370719004	0.102468468790698	0.396712057269727	TRUE	TRUE	1
ATPAF1	A0A3Q1MNZ0	ENSG00000123472	ENST00000574428	ENSMUSG00000028710	8.44077028547201	0.220337954896159	0.590544667539474	0.427083749462661	TRUE	TRUE	1
STIL	E1BIN1	ENSG00000123473	ENST00000371877	ENSMUSG00000028718	-5.44377812841142	-9.34733047381351	-0.377378586030303	-0.122862252114973	TRUE	TRUE	1
HJURP	E1BB33	ENSG00000123485	ENST00000411486	ENSMUSG00000044783	-9.56563377357095	-4.93116608073732	0.00836399320289855	0.10041925809511	TRUE	TRUE	1
USP45	A0A3Q1MH96	ENSG00000123552	ENST00000500704	ENSMUSG00000040455	-0.277625534598231	0.805469913759461	-0.598604930970588	0.119545690389051	TRUE	TRUE	1
MORF4L2	A6H7C1	ENSG00000123562	ENST00000441076	ENSMUSG00000031422	4.34283585983013	1.33713123306957	1.19550704617949	1.26669805137878	TRUE	TRUE	1
FAM199X	A0ABI0NZ23	ENSG00000123575	ENST00000493442	ENSMUSG00000042595	1.24147994094404	-4.11024702774835	0.587209382012987	1.00745169828882	TRUE	TRUE	1
RAB9A	Q08DW1	ENSG00000123595	ENST00000464506	ENSMUSG00000079316	-7.23258046707268	-4.08808987873823	0.570526385210526	0.768109095804029	TRUE	TRUE	1
METTL8	A0A3Q1MY71	ENSG00000123600	ENST00000375258	ENSMUSG00000041975	0.45076599131299	-0.554050087241699	0.122501867520548	0.0544804845514523	TRUE	TRUE	1
TTC21B	A7MB60	ENSG00000123607	ENST00000243344	ENSMUSG00000034848	-0.814330074530072	1.34073833112099	-0.200438814666667	0.0239322235253767	TRUE	TRUE	1
NMI	F1MG80	ENSG00000123609	ENST00000243346	ENSMUSG00000026946	2.98043009798996	3.11599127337107	0.859319608732394	0.297976356666578	TRUE	TRUE	1
BAZ2B	E1BNJ5	ENSG00000123636	ENST00000392783	ENSMUSG00000026987	-3.07614988774917	-1.95722844879877	-0.874710209565217	-0.553158805481534	TRUE	TRUE	1
SLC36A1	A0AAA9RX48	ENSG00000123643	ENST00000243389	ENSMUSG00000020261	-0.833001687804608	0.447274716967511	-0.174528692970149	0.326878700659124	TRUE	TRUE	1
LPGAT1	A0A3Q1LJ78	ENSG00000123684	ENST00000366997	ENSMUSG00000026623	2.84851460582926	1.76721930318149	0.0543164107432432	0.00205612001892058	TRUE	TRUE	1
G0S2	G3N127	ENSG00000123689	ENST00000367029	ENSMUSG00000009633	-7.61640195149641	-3.86538624446085	0.775680017041667	0.781051472256534	TRUE	TRUE	1
RAP2C	Q08DI5	ENSG00000123728	ENST00000370874	ENSMUSG00000050029	0.103738284820662	1.09560901976306	0.660337367805195	0.608464311711716	TRUE	TRUE	1
EXOSC9	F1MB54	ENSG00000123737	ENST00000243498	ENSMUSG00000027714	-1.57340196093134	0.310024444015198	0.563056119128205	0.658089100868432	TRUE	TRUE	1
COQ8B	E1B8K5	ENSG00000123815	ENST00000324464	ENSMUSG00000026489	1.73387371927985	0.787354815325192	-0.332018529958333	0.400820788906576	TRUE	TRUE	1
PFKFB2	A0A3Q1LJP5	ENSG00000123836	ENST00000367080	ENSMUSG00000026409	3.09410839271169	0.247491027212917	0.37704638226087	-0.0771637166128827	TRUE	TRUE	1
RAB38	E1B9C0	ENSG00000123892	ENST00000243662	ENSMUSG00000030559	-1.4340059832691	-1.99960963471744	0.4009176162	0.838860747454278	TRUE	TRUE	1
MXD4	A0AAF6DM75	ENSG00000123933	ENST00000337190	ENSMUSG00000037235	3.91261050210355	1.7257309981507	0.37100908912	0.240231672495673	TRUE	TRUE	1
CKS2	Q2KJI1	ENSG00000123975	ENST00000314355	ENSMUSG00000062248	-3.39962842239249	-2.39088859623826	1.80166475064103	1.6477557736988	TRUE	TRUE	1
ACSL3	F1MEX9	ENSG00000123983	ENST00000357430	ENSMUSG00000032883	0.39362028645578	-1.83071214240491	0.748293359858974	0.470783746774889	TRUE	TRUE	1
CHPF	E1BMM8	ENSG00000123989	ENST00000243776	ENSMUSG00000032997	3.03992864613507	1.13891359092394	-0.120164542986301	-0.0573108471419478	TRUE	TRUE	1
DNPEP	A0A3Q1M7H7	ENSG00000123992	ENST00000273075	ENSMUSG00000026209	5.44785884233942	4.28924924446251	0.137556023833333	0.66308686558403	TRUE	TRUE	1
OBSL1	E1BNH9	ENSG00000124006	ENST00000404537	ENSMUSG00000020105	5.86242075493413	-8.16079846231094	-0.239574908833333	-0.024671537596564	TRUE	TRUE	1
ENKD1	Q3T078	ENSG00000124074	ENST00000243878	ENSMUSG00000013155	0.519778220412167	-1.29459752671418	-0.398957726986301	0.0690155098295932	TRUE	TRUE	1
FAM210B	A1A4K7	ENSG00000124098	ENST00000371384	ENSMUSG00000027495	5.95792582651365	2.26968009146822	0.686448955236842	0.538009141792667	TRUE	TRUE	1
SNX21	A0AAA9TPI9	ENSG00000124104	ENST00000491381	ENSMUSG00000050373	-2.64357216725741	-2.49745760553777	-0.511840418030303	-0.724934297384261	TRUE	TRUE	1
TTPAL	A0ABI0NZG9	ENSG00000124120	ENST00000262605	ENSMUSG00000017679	-4.12518809578498	-2.69646421471587	0.28710009320548	0.273864631941168	TRUE	TRUE	1
SDC4	E1BKS1	ENSG00000124145	ENST00000372733	ENSMUSG00000017009	-0.18211252574739	0.133016422919329	1.61537906430667	1.47133230800133	TRUE	TRUE	1
NCOA3	A0A3Q1NLU3	ENSG00000124151	ENST00000371998	ENSMUSG00000027678	-3.92516295675904	-3.15244236662506	-0.151890956894737	-0.0550513518826462	TRUE	TRUE	1
NCOA5	A0A3Q1M1S1	ENSG00000124160	ENST00000290231	ENSMUSG00000039804	-4.71909730904829	-4.52999504823566	0.40629267864	0.484771558480967	TRUE	TRUE	1
VAPB	A2VDZ9	ENSG00000124164	ENST00000475243	ENSMUSG00000054455	1.16748914008328	2.79734311952545	1.15403823776623	0.573357822362102	TRUE	TRUE	1
PARD6B	G5E5R6	ENSG00000124171	ENST00000371610	ENSMUSG00000044641	-10.1227826632119	-5.25502462405155	1.03025690008219	0.358319008561033	TRUE	TRUE	1
CHD6	F1N734	ENSG00000124177	ENST00000373233	ENSMUSG00000057133	-3.6672205511475	-2.89865895629575	-0.721480460763889	-0.793423951501071	TRUE	TRUE	1
PLCG1	A0AAA9SMQ6	ENSG00000124181	ENST00000685551	ENSMUSG00000016933	3.38152115491577	0.853987956845241	-0.11935696077027	-0.100154659281884	TRUE	TRUE	1
SRSF6	F1MXY9	ENSG00000124193	ENST00000244020	ENSMUSG00000016921	-2.13576474859388	-0.0591077474480441	0.948593557820513	0.954070810524481	TRUE	TRUE	1
ARFGEF2	A0AAA9SU45	ENSG00000124198	ENST00000371917	ENSMUSG00000074582	-1.48202736515783	-0.0279076008547349	-0.381979414797297	-0.147300233814096	TRUE	TRUE	1
ZNFX1	E1BN24	ENSG00000124201	ENST00000396105	ENSMUSG00000039501	-7.73490370927698	-5.70767794852717	-0.3956046645	-0.247219329486561	TRUE	TRUE	1
CSE1L	F1MWN1	ENSG00000124207	ENST00000262982	ENSMUSG00000002718	3.13607816904929	1.08762738739276	0.858462680371795	1.00770705532826	TRUE	TRUE	1
RAB22A	F1MHP4	ENSG00000124209	ENST00000244040	ENSMUSG00000027519	-1.73265830209007	-3.45158574584947	0.229780807571428	0.0495387602021076	TRUE	TRUE	1
STAU1	F1MH34	ENSG00000124214	ENST00000371856	ENSMUSG00000039536	1.05268360324779	-0.578558432744386	0.710708068589744	0.753560712107268	TRUE	TRUE	1
SNAI1	E1BMI0	ENSG00000124216	ENST00000244050	ENSMUSG00000042821	-9.63718202490309	-12.2585983301668	0.652724108461539	1.39850753310912	TRUE	TRUE	1
STX16	A0AAA9TZC1	ENSG00000124222	ENST00000371141	ENSMUSG00000027522	3.69966274248908	-0.568849312640416	-0.186617109564516	-0.394109338910514	TRUE	TRUE	1
PMEPA1	A0ABI0P0E3	ENSG00000124225	ENST00000341744	ENSMUSG00000038400	-7.60578054855579	-3.05954632040747	0.152113653636364	-0.18713923315096	TRUE	TRUE	1
DDX27	A1A4H6	ENSG00000124228	ENST00000618172	ENSMUSG00000017999	1.94613890739617	-0.191153861681545	0.406122415328947	0.251953320274346	TRUE	TRUE	1
MTRR	Q4JIJ2	ENSG00000124275	ENST00000440940	ENSMUSG00000034617	-1.46335386761175	-1.98763523408632	-0.140958833662162	-0.199174671315337	TRUE	TRUE	1
PEPD	A0A3Q1NGC5	ENSG00000124299	ENST00000244137	ENSMUSG00000063931	11.3051469411878	3.39717855461301	0.730815914705128	0.705011872195029	TRUE	TRUE	1
IQSEC2	A0AAA9S1V7	ENSG00000124313	ENST00000642864	ENSMUSG00000041115	0.792669945360422	0.523960443611484	-0.516235037627451	-0.344301328136091	TRUE	TRUE	1
VAMP7	Q17QI5	ENSG00000124333	ENST00000286448	ENSMUSG00000050732	7.18869508163221	3.82548447374762	0.717965964166667	0.757835889551104	TRUE	TRUE	1
STAMBP	F6PXF3	ENSG00000124356	ENST00000394070	ENSMUSG00000006906	2.42581443112649	-0.535085903944711	0.204271200077922	0.787539263921715	TRUE	TRUE	1
NAGK	A0A452DJF8	ENSG00000124357	ENST00000244204	ENSMUSG00000034744	0.752050320725028	5.15622408285271	0.638341565076923	-0.0087652743077381	TRUE	TRUE	1
PAIP2B	A0A3Q1NEJ5	ENSG00000124374	ENST00000244221	ENSMUSG00000045896	-0.267330390013351	0.860148052210911	1.12402726901408	0.95702061473663	TRUE	TRUE	1
ATP8A1	A0A3Q1MQL3	ENSG00000124406	ENST00000381668	ENSMUSG00000037685	0.125880072757941	-5.64591173434141	-0.0585876005384615	0.378268524319313	TRUE	TRUE	1
USP22	A0AAF6YTK9	ENSG00000124422	ENST00000261497	ENSMUSG00000046269	-1.42848216535325	-4.90178930133449	0.913611005102564	-0.180296124728386	TRUE	TRUE	1
ZNF576	A0ABI0P016	ENSG00000124444	ENST00000336564	ENSMUSG00000007216	-4.8396972180992	-1.7013742030926	-0.40549138977027	-0.524705954930712	TRUE	TRUE	1
TRERF1	E1BFC1	ENSG00000124496	ENST00000695948	ENSMUSG00000042507	-4.35307285937292	-9.63694375246657	-0.61075423495082	-0.0950234022923365	TRUE	TRUE	1
SIRT5	Q3ZBQ0	ENSG00000124523	ENST00000606117	ENSMUSG00000029524	2.81086048077722	-0.696828513350019	0.07294091456	0.25587768866089	TRUE	TRUE	1
MRS2	A6QR45	ENSG00000124532	ENST00000378386	ENSMUSG00000021339	3.53035352668458	0.296513328424599	-0.282610665213333	-0.383581883145917	TRUE	TRUE	1
WRNIP1	A6QR70	ENSG00000124535	ENST00000380773	ENSMUSG00000021400	0.75670382720191	-1.15964513201603	0.0529621459350649	0.0841872632809691	TRUE	TRUE	1
RRP36	A6QNR1	ENSG00000124541	ENST00000244496	ENSMUSG00000023971	-0.984810447182041	-2.28923490929522	0.797440318884615	0.550963047467757	TRUE	TRUE	1
SNRPC	Q32PA0	ENSG00000124562	ENST00000244520	ENSMUSG00000024217	8.78632287171602	4.03142053308241	1.41559061715385	1.25470406706136	TRUE	TRUE	1
LOC617406	A0AAA9TDG9	ENSG00000124570	ENST00000380539	ENSMUSG00000060147	6.66045944959061	5.28860824197082	0.601987416851351	0.630532733087064	TRUE	TRUE	1
XPO5	A0A3Q1ME79	ENSG00000124571	ENST00000265351	ENSMUSG00000067150	3.26932885673971	1.0166674009237	0.432903757184211	0.700393329355531	TRUE	TRUE	1
ABCC10	E1BNL1	ENSG00000124574	ENST00000372530	ENSMUSG00000032842	1.20693565380867	1.46365110600243	-0.703853919242857	-0.493317690665822	TRUE	TRUE	1
PEX6	E1B8F6	ENSG00000124587	ENST00000304611	ENSMUSG00000028452	2.05927314527974	2.80581198979885	-0.399466312208333	1.51601744838487	TRUE	TRUE	1
NQO2	A0A3Q1LP27	ENSG00000124588	ENST00000380455	ENSMUSG00000046949	5.88432396128614	4.21744687404678	0.188717498038961	0.794254263377409	TRUE	TRUE	1
MOCS1	Q1JQD7	ENSG00000124615	ENST00000340692	ENSMUSG00000064120	-1.6028221283037	1.76124858623388	-0.381023633836066	0.0493472784702595	TRUE	TRUE	1
MED20	A0ABI0P098	ENSG00000124641	ENST00000265350	ENSMUSG00000092558	-0.557479032934381	-2.93177826494098	0.841021624460526	0.66252131270354	TRUE	TRUE	1
KLHDC3	Q58CV6	ENSG00000124702	ENST00000326974	ENSMUSG00000063576	6.00633470461284	-1.56288235939393	-0.44102487448	-0.167386827776785	TRUE	TRUE	1
MEA1	Q29407	ENSG00000124733	ENST00000244711	ENSMUSG00000002768	6.25492746223353	3.6745558364144	0.800792089142857	0.426945348622193	TRUE	TRUE	1
CDKN1A	A0AAA9S8H6	ENSG00000124762	ENST00000244741	ENSMUSG00000023067	-4.87562599724775	-4.33078683317256	1.11095329744156	1.70070894568313	TRUE	TRUE	1
SOX4	Q0VCF8	ENSG00000124766	ENST00000244745	ENSMUSG00000076431	-10.6385401000384	-6.02723068157087	0.693656936756757	0.649358694686229	TRUE	TRUE	1
GLO1	A4FUZ1	ENSG00000124767	ENST00000373365	ENSMUSG00000024026	7.12011422834437	3.87456096473027	1.4452368305641	1.45959764001378	TRUE	TRUE	1
RREB1	E1BN44	ENSG00000124782	ENST00000379938	ENSMUSG00000039087	-6.05761508275276	-5.73333126279467	-0.359944729314286	-0.16194870592617	TRUE	TRUE	1
SSR1	A0A3Q1LYJ9	ENSG00000124783	ENST00000244763	ENSMUSG00000021427	4.18874530393513	3.31320183061331	1.54189653867949	1.39655848050819	TRUE	TRUE	1
RIOK1	E1B887	ENSG00000124784	ENST00000379834	ENSMUSG00000024404	-3.525180023253	0.905874958978078	0.154282069567568	0.172194573864699	TRUE	TRUE	1
NRN1	Q2KIC6	ENSG00000124785	ENST00000244766	ENSMUSG00000039114	0.709594546571108	0.534932919017691	0.0991856987317073	0.328148007359691	TRUE	TRUE	1
SLC35B3	A0A3Q1LXE3	ENSG00000124786	ENST00000710437	ENSMUSG00000021432	0.733166907606452	-4.60116619959494	-0.332158305097222	-0.0218286057190838	TRUE	TRUE	1
ATXN1	A0A3Q1M331	ENSG00000124788	ENST00000436367	ENSMUSG00000046876	-3.60683603492242	-4.38683978674275	-1.09070147994643	-0.437241735621732	TRUE	TRUE	1
NUP153	A0A3Q1MAS6	ENSG00000124789	ENST00000262077	ENSMUSG00000021374	-6.48762651073787	-6.07528308957617	0.0367250209350649	0.10513763257365	TRUE	TRUE	1
DEK	A5PJQ1	ENSG00000124795	ENST00000652689	ENSMUSG00000021377	3.81945600638615	1.92752375833274	0.762408572897436	0.727412161908883	TRUE	TRUE	1
EEF1E1	Q3SZ15	ENSG00000124802	ENST00000379715	ENSMUSG00000001707	1.03065139442323	-2.42108670604125	0.857392686168831	0.885617649843117	TRUE	TRUE	1
AHNAK	A0A3Q1NE82	ENSG00000124942	ENST00000378024	ENSMUSG00000069833	0.230503612793194	0.876843027897342	0.480337017541667	0.613073278180807	TRUE	TRUE	1
EMC3	Q3ZCB8	ENSG00000125037	ENST00000245046	ENSMUSG00000030286	4.81873893770738	2.2299104357611	0.875358349102564	0.856508756849785	TRUE	TRUE	1
CNOT1	F1MHU9	ENSG00000125107	ENST00000317147	ENSMUSG00000036550	1.19552520277248	-0.890839210342812	-0.208473280776316	0.0777421207217791	TRUE	TRUE	1
NA	P55942	ENSG00000125148	ENST00000245185	ENSMUSG00000031762	6.67380627484342	-0.220454385514269	2.17282682626923	2.24043377572983	TRUE	TRUE	1
PHAF1	A0A3Q1MQA6	ENSG00000125149	ENST00000219139	ENSMUSG00000031889	-6.30813241792663	-4.69392232421196	0.325099991813333	0.264590830219331	TRUE	TRUE	1
