transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSBTAT00000078107	ENSBTAG00000004024	+	full	1134	1052	22	108	130	45	0.02091254752851711	0.10266159695817491	0.12357414448669202	0.04277566539923954	0.16923076923076924
ENSBTAT00000003665	ENSBTAG00000002833	+	full	1215	747	14	60	74	33	0.018741633199464525	0.08032128514056225	0.09906291834002677	0.04417670682730924	0.1891891891891892
ENSBTAT00000125661	ENSBTAG00000007382	-	full	4221	4067	104	395	499	173	0.025571674452913695	0.0971231866240472	0.1226948610769609	0.042537496926481434	0.20841683366733466
ENSBTAT00000020950	ENSBTAG00000015780	+	full	954	751	18	73	91	39	0.023968042609853527	0.09720372836218376	0.12117177097203728	0.05193075898801598	0.1978021978021978
ENSBTAT00000003131	ENSBTAG00000002415	-	full	762	619	9	54	63	18	0.014539579967689823	0.08723747980613894	0.10177705977382875	0.029079159935379646	0.14285714285714285
ENSBTAT00000027243	ENSBTAG00000020441	+	full	1044	1000	28	93	121	39	0.028	0.093	0.121	0.039	0.23140495867768596
ENSBTAT00000016206	ENSBTAG00000012219	+	full	6960	5075	116	227	343	81	0.022857142857142857	0.044729064039408864	0.06758620689655172	0.015960591133004926	0.33819241982507287
ENSBTAT00000109296	ENSBTAG00000012206	-	full	1761	1457	32	88	120	25	0.02196293754289636	0.060398078242964996	0.08236101578586136	0.017158544955387784	0.26666666666666666
ENSBTAT00000096251	ENSBTAG00000069591	+	full	555	555	10	35	45	11	0.018018018018018018	0.06306306306306306	0.08108108108108109	0.01981981981981982	0.2222222222222222
ENSBTAT00000028371	ENSBTAG00000021293	+	full	1278	904	23	90	113	25	0.025442477876106196	0.09955752212389381	0.125	0.02765486725663717	0.20353982300884957
ENSBTAT00000022588	ENSBTAG00000016984	+	full	1878	1613	40	124	164	51	0.024798512089274645	0.07687538747675139	0.10167389956602604	0.03161810291382517	0.24390243902439024
ENSBTAT00000013167	ENSBTAG00000009985	+	full	3840	3559	111	289	400	125	0.031188536105647653	0.08120258499578534	0.11239112110143298	0.03512222534419781	0.2775
ENSBTAT00000009690	ENSBTAG00000007368	+	full	3027	2850	81	159	240	58	0.028421052631578948	0.05578947368421053	0.08421052631578947	0.020350877192982456	0.3375
ENSBTAT00000135093	ENSBTAG00000061424	-	full	774	774	21	39	60	15	0.027131782945736434	0.050387596899224806	0.07751937984496124	0.01937984496124031	0.35
ENSBTAT00000131457	ENSBTAG00000055782	+	full	633	633	14	35	49	6	0.022116903633491312	0.05529225908372828	0.07740916271721959	0.009478672985781991	0.2857142857142857
ENSBTAT00000132160	ENSBTAG00000017267	+	full	483	442	10	46	56	21	0.02262443438914027	0.10407239819004525	0.12669683257918551	0.04751131221719457	0.17857142857142858
ENSBTAT00000007687	ENSBTAG00000005846	+	full	879	718	17	55	72	16	0.023676880222841225	0.0766016713091922	0.10027855153203342	0.022284122562674095	0.2361111111111111
ENSBTAT00000007684	ENSBTAG00000005845	-	full	1272	1003	26	72	98	28	0.0259222333000997	0.07178464606181456	0.09770687936191426	0.027916251246261216	0.2653061224489796
ENSBTAT00000069956	ENSBTAG00000005844	+	full	1035	684	22	41	63	13	0.03216374269005848	0.059941520467836254	0.09210526315789473	0.019005847953216373	0.3492063492063492
ENSBTAT00000007678	ENSBTAG00000005838	+	full	1422	1355	32	91	123	30	0.023616236162361623	0.06715867158671587	0.0907749077490775	0.02214022140221402	0.2601626016260163
ENSBTAT00000028559	ENSBTAG00000021424	-	full	1353	1120	18	88	106	26	0.01607142857142857	0.07857142857142857	0.09464285714285714	0.023214285714285715	0.16981132075471697
ENSBTAT00000009613	ENSBTAG00000007308	+	full	1527	1142	22	85	107	35	0.01926444833625219	0.07443082311733801	0.09369527145359019	0.03064798598949212	0.205607476635514
ENSBTAT00000125582	ENSBTAG00000007304	-	full	1536	1309	26	120	146	44	0.019862490450725745	0.09167303284950344	0.11153552330022919	0.03361344537815126	0.1780821917808219
ENSBTAT00000015698	ENSBTAG00000011828	-	full	1665	1451	38	106	144	32	0.026188835286009647	0.07305306685044796	0.09924190213645762	0.022053756030323914	0.2638888888888889
ENSBTAT00000000010	ENSBTAG00000000010	+	full	1212	1024	16	55	71	24	0.015625	0.0537109375	0.0693359375	0.0234375	0.22535211267605634
ENSBTAT00000115933	ENSBTAG00000011446	+	full	1995	1583	38	99	137	29	0.024005053695514846	0.06253948199620973	0.08654453569172457	0.01831964624131396	0.2773722627737226
ENSBTAT00000070043	ENSBTAG00000015779	-	full	2616	1787	54	128	182	25	0.0302182428651371	0.07162842753217684	0.10184667039731393	0.013989927252378288	0.2967032967032967
ENSBTAT00000131978	ENSBTAG00000015772	+	full	1407	1150	26	60	86	24	0.022608695652173914	0.05217391304347826	0.07478260869565218	0.020869565217391306	0.3023255813953488
ENSBTAT00000011978	ENSBTAG00000009086	-	full	1779	1722	49	96	145	14	0.028455284552845527	0.05574912891986063	0.08420441347270616	0.008130081300813009	0.33793103448275863
ENSBTAT00000127690	ENSBTAG00000021291	-	full	882	823	19	52	71	13	0.023086269744835967	0.06318347509113001	0.08626974483596597	0.015795868772782502	0.2676056338028169
ENSBTAT00000081006	ENSBTAG00000012789	-	full	2763	2494	40	193	233	80	0.01603849238171612	0.07738572574178028	0.0934242181234964	0.03207698476343224	0.17167381974248927
ENSBTAT00000081132	ENSBTAG00000001617	+	full	2337	2036	51	229	280	97	0.02504911591355599	0.112475442043222	0.137524557956778	0.04764243614931238	0.18214285714285713
ENSBTAT00000075985	ENSBTAG00000021844	+	full	1653	1427	20	106	126	51	0.01401541695865452	0.07428170988086896	0.08829712683952348	0.035739313244569026	0.15873015873015872
ENSBTAT00000029119	ENSBTAG00000021845	-	full	2394	2174	48	203	251	122	0.02207911683532659	0.09337626494940203	0.11545538178472861	0.05611775528978841	0.19123505976095617
ENSBTAT00000070758	ENSBTAG00000017201	+	full	435	256	6	25	31	16	0.0234375	0.09765625	0.12109375	0.0625	0.1935483870967742
ENSBTAT00000061351	ENSBTAG00000032477	-	full	7833	7645	159	731	890	405	0.020797907128842382	0.09561805101373447	0.11641595814257685	0.052975801177240024	0.17865168539325843
ENSBTAT00000031031	ENSBTAG00000022847	-	full	6135	5777	114	508	622	244	0.01973342565345335	0.08793491431538861	0.10766833996884195	0.04223645490739138	0.1832797427652733
ENSBTAT00000061529	ENSBTAG00000044121	+	full	1083	934	20	72	92	34	0.021413276231263382	0.07708779443254818	0.09850107066381156	0.03640256959314775	0.21739130434782608
ENSBTAT00000038690	ENSBTAG00000027024	+	full	4512	4134	76	435	511	242	0.018384131591678763	0.10522496371552975	0.12360909530720851	0.05853894533139816	0.1487279843444227
ENSBTAT00000010744	ENSBTAG00000008172	-	full	720	638	10	52	62	14	0.01567398119122257	0.08150470219435736	0.09717868338557993	0.0219435736677116	0.16129032258064516
ENSBTAT00000018578	ENSBTAG00000013981	-	full	207	53	4	4	8	0	0.07547169811320754	0.07547169811320754	0.1509433962264151	0.0	0.5
ENSBTAT00000122911	ENSBTAG00000012873	-	full	1365	1261	24	134	158	68	0.0190325138778747	0.10626486915146709	0.1252973830293418	0.05392545598731166	0.1518987341772152
ENSBTAT00000020036	ENSBTAG00000015053	-	full	501	338	5	38	43	21	0.014792899408284023	0.11242603550295859	0.12721893491124261	0.0621301775147929	0.11627906976744186
ENSBTAT00000026857	ENSBTAG00000020164	-	full	4689	4442	101	497	598	229	0.022737505628095452	0.11188653759567763	0.13462404322377308	0.05155335434488969	0.1688963210702341
ENSBTAT00000095701	ENSBTAG00000009681	-	full	1452	1213	23	136	159	55	0.018961253091508656	0.11211871393239901	0.13107996702390767	0.04534212695795548	0.14465408805031446
ENSBTAT00000120201	ENSBTAG00000009683	+	full	783	709	15	68	83	37	0.021156558533145273	0.09590973201692525	0.11706629055007052	0.05218617771509168	0.18072289156626506
ENSBTAT00000022183	ENSBTAG00000016683	-	full	945	847	31	57	88	19	0.03659976387249114	0.06729634002361275	0.1038961038961039	0.02243211334120425	0.3522727272727273
ENSBTAT00000061237	ENSBTAG00000001282	-	full	7629	7602	164	681	845	387	0.02157327019205472	0.08958168902920284	0.11115495922125757	0.05090765588003157	0.1940828402366864
ENSBTAT00000102824	ENSBTAG00000018400	+	full	948	780	18	94	112	37	0.023076923076923078	0.12051282051282051	0.14358974358974358	0.047435897435897434	0.16071428571428573
ENSBTAT00000013114	ENSBTAG00000009941	-	full	1032	877	21	84	105	46	0.02394526795895097	0.09578107183580388	0.11972633979475485	0.052451539338654506	0.2
ENSBTAT00000069719	ENSBTAG00000000655	+	full	1443	1326	43	152	195	63	0.032428355957767725	0.11463046757164404	0.14705882352941177	0.04751131221719457	0.2205128205128205
ENSBTAT00000004831	ENSBTAG00000003708	-	full	2298	2158	66	172	238	81	0.030583873957367932	0.07970342910101946	0.1102873030583874	0.037534754402224285	0.2773109243697479
ENSBTAT00000094221	ENSBTAG00000020930	+	full	813	723	24	71	95	29	0.03319502074688797	0.09820193637621023	0.1313969571230982	0.040110650069156296	0.25263157894736843
ENSBTAT00000019999	ENSBTAG00000015023	-	full	477	395	9	43	52	13	0.02278481012658228	0.10886075949367088	0.13164556962025317	0.03291139240506329	0.17307692307692307
ENSBTAT00000038642	ENSBTAG00000026995	+	full	2166	743	24	85	109	31	0.03230148048452221	0.11440107671601615	0.14670255720053835	0.04172274562584118	0.22018348623853212
ENSBTAT00000008982	ENSBTAG00000006836	-	full	1683	1361	32	85	117	47	0.02351212343864805	0.06245407788390889	0.08596620132255695	0.034533431300514325	0.27350427350427353
ENSBTAT00000026699	ENSBTAG00000020042	-	full	1716	1502	28	137	165	73	0.018641810918774968	0.09121171770972038	0.10985352862849534	0.04860186418109188	0.1696969696969697
ENSBTAT00000003373	ENSBTAG00000002603	+	full	2004	1897	39	206	245	107	0.02055877701634159	0.10859251449657353	0.12915129151291513	0.05640484976278334	0.15918367346938775
ENSBTAT00000003377	ENSBTAG00000002610	-	full	915	810	15	70	85	35	0.018518518518518517	0.08641975308641975	0.10493827160493827	0.043209876543209874	0.17647058823529413
ENSBTAT00000082960	ENSBTAG00000002612	+	full	6126	6041	134	598	732	334	0.02218175798708823	0.09899023340506538	0.12117199139215362	0.055288859460354244	0.1830601092896175
ENSBTAT00000019251	ENSBTAG00000014478	-	full	2658	2496	59	263	322	77	0.023637820512820512	0.10536858974358974	0.12900641025641027	0.030849358974358976	0.18322981366459629
ENSBTAT00000019254	ENSBTAG00000014479	+	full	2037	1974	65	142	207	47	0.03292806484295846	0.07193515704154002	0.10486322188449848	0.023809523809523808	0.3140096618357488
ENSBTAT00000028388	ENSBTAG00000021304	-	full	5901	5663	135	514	649	201	0.0238389546176938	0.0907646123962564	0.1146035670139502	0.035493554653010774	0.20801232665639446
ENSBTAT00000085735	ENSBTAG00000014001	+	full	9369	9163	172	816	988	206	0.01877114482156499	0.08905380333951762	0.10782494816108261	0.022481719960711556	0.17408906882591094
ENSBTAT00000018635	ENSBTAG00000014005	-	full	4617	3620	74	281	355	120	0.020441988950276244	0.0776243093922652	0.09806629834254144	0.03314917127071823	0.2084507042253521
ENSBTAT00000022854	ENSBTAG00000017196	+	full	1539	1375	9	136	145	67	0.006545454545454545	0.0989090909090909	0.10545454545454545	0.04872727272727273	0.06206896551724138
ENSBTAT00000022876	ENSBTAG00000017212	+	full	366	220	4	23	27	5	0.01818181818181818	0.10454545454545454	0.12272727272727273	0.022727272727272728	0.14814814814814814
ENSBTAT00000064513	ENSBTAG00000017215	+	full	1947	1641	28	177	205	91	0.017062766605728214	0.10786106032906764	0.12492382693479585	0.055453991468616695	0.13658536585365855
ENSBTAT00000073093	ENSBTAG00000017216	-	full	1527	1429	21	126	147	36	0.01469559132260322	0.08817354793561931	0.10286913925822254	0.025192442267319804	0.14285714285714285
ENSBTAT00000006650	ENSBTAG00000005040	-	full	2502	2341	45	244	289	114	0.019222554463904314	0.10422896198205894	0.12345151644596326	0.048697137975224264	0.15570934256055363
ENSBTAT00000079989	ENSBTAG00000018123	-	full	1386	1174	29	110	139	32	0.024701873935264053	0.09369676320272573	0.11839863713798977	0.027257240204429302	0.20863309352517986
ENSBTAT00000084706	ENSBTAG00000026953	-	full	5928	5657	200	675	875	343	0.0353544281421248	0.11932119497967121	0.154675623121796	0.06063284426374403	0.22857142857142856
ENSBTAT00000097624	ENSBTAG00000010416	+	full	3111	2740	44	185	229	42	0.016058394160583942	0.06751824817518248	0.08357664233576642	0.015328467153284672	0.19213973799126638
ENSBTAT00000065983	ENSBTAG00000046979	-	full	1302	1209	24	98	122	39	0.019851116625310174	0.08105872622001654	0.10090984284532671	0.03225806451612903	0.19672131147540983
ENSBTAT00000006036	ENSBTAG00000004598	+	full	2196	2065	73	195	268	102	0.035351089588377724	0.09443099273607748	0.1297820823244552	0.049394673123486686	0.27238805970149255
ENSBTAT00000072598	ENSBTAG00000009845	-	full	1425	1016	16	69	85	21	0.015748031496062992	0.06791338582677166	0.08366141732283465	0.02066929133858268	0.18823529411764706
ENSBTAT00000045223	ENSBTAG00000031885	+	full	645	183	5	11	16	2	0.0273224043715847	0.060109289617486336	0.08743169398907104	0.01092896174863388	0.3125
ENSBTAT00000005648	ENSBTAG00000004310	+	full	1278	1135	23	133	156	56	0.02026431718061674	0.1171806167400881	0.13744493392070484	0.04933920704845815	0.14743589743589744
ENSBTAT00000063586	ENSBTAG00000046185	-	full	3378	2515	54	219	273	93	0.02147117296222664	0.08707753479125248	0.10854870775347912	0.036978131212723656	0.1978021978021978
ENSBTAT00000117088	ENSBTAG00000014981	+	full	936	679	13	50	63	10	0.01914580265095729	0.07363770250368189	0.09278350515463918	0.014727540500736377	0.20634920634920634
ENSBTAT00000004441	ENSBTAG00000003423	-	full	2559	2243	47	207	254	76	0.020954079358002677	0.0922871154703522	0.11324119482835489	0.03388319215336603	0.18503937007874016
ENSBTAT00000080345	ENSBTAG00000003155	-	full	429	176	2	5	7	2	0.011363636363636364	0.028409090909090908	0.03977272727272727	0.011363636363636364	0.2857142857142857
ENSBTAT00000017080	ENSBTAG00000012852	-	full	5769	5553	87	538	625	216	0.015667206915180983	0.09688456690077435	0.11255177381595534	0.03889789303079417	0.1392
ENSBTAT00000109709	ENSBTAG00000019836	+	full	444	232	0	22	22	12	0.0	0.09482758620689655	0.09482758620689655	0.05172413793103448	0.0
ENSBTAT00000063150	ENSBTAG00000004054	+	full	2232	2086	41	186	227	102	0.019654841802492808	0.08916586768935762	0.10882070949185044	0.0488974113135187	0.18061674008810572
ENSBTAT00000078182	ENSBTAG00000014230	+	full	1308	1226	23	133	156	52	0.018760195758564437	0.10848287112561175	0.1272430668841762	0.04241435562805873	0.14743589743589744
ENSBTAT00000024364	ENSBTAG00000018310	-	full	1806	1309	32	114	146	43	0.024446142093200916	0.08708938120702826	0.11153552330022919	0.03284950343773873	0.2191780821917808
ENSBTAT00000063128	ENSBTAG00000018636	+	full	1803	1127	44	95	139	27	0.03904170363797693	0.08429458740017746	0.1233362910381544	0.023957409050576754	0.31654676258992803
ENSBTAT00000135205	ENSBTAG00000013491	+	full	2508	2332	47	178	225	47	0.020154373927958835	0.07632933104631218	0.09648370497427101	0.020154373927958835	0.2088888888888889
ENSBTAT00000067765	ENSBTAG00000009293	+	full	1407	1188	39	77	116	21	0.03282828282828283	0.06481481481481481	0.09764309764309764	0.017676767676767676	0.33620689655172414
ENSBTAT00000110759	ENSBTAG00000020819	+	full	1308	1075	15	92	107	19	0.013953488372093023	0.08558139534883721	0.09953488372093024	0.017674418604651163	0.14018691588785046
ENSBTAT00000018163	ENSBTAG00000013666	-	full	897	112	2	6	8	1	0.017857142857142856	0.05357142857142857	0.07142857142857142	0.008928571428571428	0.25
ENSBTAT00000006139	ENSBTAG00000004679	-	full	1431	1219	24	80	104	29	0.019688269073010665	0.06562756357670221	0.08531583264971287	0.02378999179655455	0.23076923076923078
ENSBTAT00000009513	ENSBTAG00000007233	+	full	1653	1381	31	78	109	19	0.022447501810282405	0.056480811006517015	0.07892831281679942	0.013758146270818247	0.28440366972477066
ENSBTAT00000008225	ENSBTAG00000006270	-	full	2205	2045	30	244	274	87	0.014669926650366748	0.11931540342298289	0.13398533007334965	0.04254278728606357	0.10948905109489052
ENSBTAT00000081667	ENSBTAG00000007007	+	full	1824	1720	25	120	145	47	0.014534883720930232	0.06976744186046512	0.08430232558139535	0.02732558139534884	0.1724137931034483
ENSBTAT00000090976	ENSBTAG00000007008	-	full	1257	1126	27	95	122	37	0.023978685612788632	0.08436944937833037	0.108348134991119	0.03285968028419183	0.22131147540983606
ENSBTAT00000075752	ENSBTAG00000010995	-	full	795	542	6	55	61	19	0.01107011070110701	0.1014760147601476	0.11254612546125461	0.03505535055350553	0.09836065573770492
ENSBTAT00000092001	ENSBTAG00000012143	+	full	4410	4208	105	271	376	82	0.024952471482889736	0.06440114068441065	0.08935361216730038	0.019486692015209126	0.27925531914893614
ENSBTAT00000135379	ENSBTAG00000062672	-	full	957	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000122264	ENSBTAG00000002336	+	full	1461	1369	37	117	154	41	0.02702702702702703	0.08546384222059898	0.11249086924762601	0.029948867786705625	0.24025974025974026
ENSBTAT00000086260	ENSBTAG00000069778	+	full	1707	1085	25	112	137	24	0.02304147465437788	0.1032258064516129	0.12626728110599078	0.022119815668202765	0.18248175182481752
ENSBTAT00000021879	ENSBTAG00000016456	-	full	5139	4957	114	413	527	114	0.022997780915876537	0.08331652208997377	0.10631430300585032	0.022997780915876537	0.21631878557874762
ENSBTAT00000101481	ENSBTAG00000035995	+	full	2256	2064	62	133	195	27	0.030038759689922482	0.06443798449612403	0.09447674418604651	0.01308139534883721	0.31794871794871793
ENSBTAT00000030275	ENSBTAG00000016282	+	full	1290	1150	15	127	142	56	0.013043478260869565	0.11043478260869566	0.12347826086956522	0.04869565217391304	0.1056338028169014
ENSBTAT00000017848	ENSBTAG00000013410	+	full	2397	2001	31	171	202	93	0.015492253873063468	0.08545727136431784	0.10094952523738131	0.046476761619190406	0.15346534653465346
ENSBTAT00000050490	ENSBTAG00000035998	-	full	1218	989	15	56	71	18	0.015166835187057633	0.056622851365015166	0.0717896865520728	0.01820020222446916	0.2112676056338028
ENSBTAT00000105349	ENSBTAG00000031327	+	full	1029	842	18	41	59	13	0.021377672209026127	0.048693586698337295	0.07007125890736342	0.015439429928741092	0.3050847457627119
ENSBTAT00000107856	ENSBTAG00000058752	-	full	1344	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000086234	ENSBTAG00000003556	+	full	1122	1036	20	59	79	12	0.019305019305019305	0.05694980694980695	0.07625482625482626	0.011583011583011582	0.25316455696202533
ENSBTAT00000083195	ENSBTAG00000003559	-	full	3360	3268	87	229	316	83	0.026621787025703794	0.0700734394124847	0.0966952264381885	0.02539779681762546	0.27531645569620256
ENSBTAT00000134621	ENSBTAG00000007187	+	full	3789	3740	81	204	285	56	0.021657754010695186	0.05454545454545454	0.07620320855614973	0.014973262032085561	0.28421052631578947
ENSBTAT00000121060	ENSBTAG00000017622	+	full	666	428	11	30	41	4	0.02570093457943925	0.07009345794392523	0.09579439252336448	0.009345794392523364	0.2682926829268293
ENSBTAT00000130835	ENSBTAG00000017636	-	full	1575	1445	24	121	145	26	0.01660899653979239	0.0837370242214533	0.10034602076124567	0.017993079584775088	0.16551724137931034
ENSBTAT00000006305	ENSBTAG00000004802	+	full	4908	4622	93	239	332	68	0.020121159671138037	0.051709216789268715	0.07183037646040676	0.014712245781047165	0.28012048192771083
ENSBTAT00000110932	ENSBTAG00000060925	-	full	669	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000009629	ENSBTAG00000007319	-	full	3720	3194	61	243	304	41	0.019098309329993738	0.07608015028177834	0.09517845961177207	0.012836568566061366	0.20065789473684212
ENSBTAT00000063951	ENSBTAG00000048010	-	full	669	378	9	27	36	5	0.023809523809523808	0.07142857142857142	0.09523809523809523	0.013227513227513227	0.25
ENSBTAT00000016949	ENSBTAG00000012751	+	full	1644	1549	25	96	121	26	0.016139444803098774	0.06197546804389929	0.07811491284699806	0.016785022595222725	0.2066115702479339
ENSBTAT00000081554	ENSBTAG00000046346	+	full	2667	2498	56	173	229	40	0.02241793434747798	0.06925540432345877	0.09167333867093674	0.016012810248198558	0.2445414847161572
ENSBTAT00000101377	ENSBTAG00000047606	+	full	2160	2160	40	163	203	32	0.018518518518518517	0.07546296296296297	0.09398148148148149	0.014814814814814815	0.19704433497536947
ENSBTAT00000066608	ENSBTAG00000051673	+	full	669	451	4	46	50	7	0.008869179600886918	0.10199556541019955	0.11086474501108648	0.015521064301552107	0.08
ENSBTAT00000107113	ENSBTAG00000045594	+	full	957	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000090037	ENSBTAG00000007398	-	full	543	433	9	25	34	9	0.020785219399538105	0.057736720554272515	0.07852193995381063	0.020785219399538105	0.2647058823529412
ENSBTAT00000133437	ENSBTAG00000009453	-	full	2841	197	3	27	30	8	0.015228426395939087	0.13705583756345177	0.15228426395939088	0.04060913705583756	0.1
ENSBTAT00000133995	ENSBTAG00000003997	+	full	492	375	7	23	30	12	0.018666666666666668	0.06133333333333333	0.08	0.032	0.23333333333333334
ENSBTAT00000097998	ENSBTAG00000017547	+	full	1395	1221	31	109	140	29	0.025389025389025387	0.08927108927108927	0.11466011466011466	0.02375102375102375	0.22142857142857142
ENSBTAT00000121324	ENSBTAG00000012073	+	full	669	428	9	30	39	8	0.02102803738317757	0.07009345794392523	0.0911214953271028	0.018691588785046728	0.23076923076923078
ENSBTAT00000023996	ENSBTAG00000018026	-	full	1356	1193	28	114	142	33	0.02347024308466052	0.09555741827326068	0.11902766135792121	0.027661357921207042	0.19718309859154928
ENSBTAT00000067365	ENSBTAG00000011628	-	full	3630	3218	60	281	341	90	0.018645121193287758	0.08732131758856433	0.10596643878185208	0.027967681789931635	0.17595307917888564
ENSBTAT00000067486	ENSBTAG00000018227	-	full	3765	3633	50	313	363	142	0.013762730525736306	0.08615469309110928	0.09991742361684558	0.03908615469309111	0.13774104683195593
ENSBTAT00000005379	ENSBTAG00000004117	-	full	1182	719	17	87	104	40	0.02364394993045897	0.12100139082058414	0.14464534075104313	0.055632823365785816	0.16346153846153846
ENSBTAT00000075715	ENSBTAG00000044062	+	full	1707	1650	57	103	160	39	0.034545454545454546	0.062424242424242424	0.09696969696969697	0.023636363636363636	0.35625
ENSBTAT00000026423	ENSBTAG00000019832	+	full	1905	1675	27	138	165	30	0.016119402985074627	0.08238805970149254	0.09850746268656717	0.01791044776119403	0.16363636363636364
ENSBTAT00000009782	ENSBTAG00000007438	+	full	2469	2338	42	179	221	92	0.017964071856287425	0.07656116338751069	0.09452523524379812	0.03934987168520103	0.19004524886877827
ENSBTAT00000012114	ENSBTAG00000009194	-	full	2376	2193	42	161	203	27	0.019151846785225718	0.07341541267669859	0.0925672594619243	0.012311901504787962	0.20689655172413793
ENSBTAT00000085789	ENSBTAG00000009826	+	full	1056	909	12	61	73	26	0.013201320132013201	0.0671067106710671	0.08030803080308031	0.028602860286028604	0.1643835616438356
ENSBTAT00000074120	ENSBTAG00000001710	+	full	597	388	8	17	25	4	0.020618556701030927	0.04381443298969072	0.06443298969072164	0.010309278350515464	0.32
ENSBTAT00000002243	ENSBTAG00000001712	+	full	558	558	8	29	37	10	0.014336917562724014	0.05197132616487455	0.06630824372759857	0.017921146953405017	0.21621621621621623
ENSBTAT00000131100	ENSBTAG00000019526	-	full	582	361	3	32	35	6	0.008310249307479225	0.0886426592797784	0.09695290858725762	0.01662049861495845	0.08571428571428572
ENSBTAT00000112464	ENSBTAG00000014700	-	full	1668	1256	24	129	153	49	0.01910828025477707	0.10270700636942676	0.12181528662420382	0.03901273885350318	0.1568627450980392
ENSBTAT00000080945	ENSBTAG00000004834	+	full	2412	2210	48	216	264	97	0.02171945701357466	0.09773755656108597	0.11945701357466064	0.04389140271493212	0.18181818181818182
ENSBTAT00000083299	ENSBTAG00000015254	-	full	1968	1687	30	109	139	55	0.01778304682868998	0.06461173681090694	0.08239478363959692	0.03260225251926497	0.2158273381294964
ENSBTAT00000147230	ENSBTAG00000078459	-	full	1335	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000028588	ENSBTAG00000021442	+	full	1206	1102	22	97	119	18	0.019963702359346643	0.08802177858439202	0.10798548094373865	0.016333938294010888	0.18487394957983194
ENSBTAT00000005160	ENSBTAG00000003952	+	full	1272	1114	23	85	108	41	0.02064631956912029	0.0763016157989228	0.09694793536804308	0.03680430879712747	0.21296296296296297
ENSBTAT00000095192	ENSBTAG00000011333	-	full	4530	4393	87	376	463	174	0.019804234008650126	0.08559071249715457	0.10539494650580469	0.03960846801730025	0.1879049676025918
ENSBTAT00000023165	ENSBTAG00000017426	+	full	2643	2418	54	225	279	106	0.022332506203473945	0.09305210918114144	0.11538461538461539	0.043837882547559964	0.1935483870967742
ENSBTAT00000056583	ENSBTAG00000016760	+	full	2166	2005	46	201	247	73	0.022942643391521196	0.1002493765586035	0.12319201995012469	0.03640897755610972	0.1862348178137652
ENSBTAT00000022288	ENSBTAG00000016758	-	full	2277	2059	31	171	202	70	0.015055852355512385	0.08305002428363283	0.09810587663914522	0.033997085964060224	0.15346534653465346
ENSBTAT00000079988	ENSBTAG00000016563	+	full	7080	6981	249	905	1154	352	0.035668242372152985	0.1296375877381464	0.1653058301102994	0.05042257556224037	0.21577123050259966
ENSBTAT00000125502	ENSBTAG00000053223	+	full	1185	1009	16	68	84	26	0.015857284440039643	0.06739345887016848	0.08325074331020813	0.02576808721506442	0.19047619047619047
ENSBTAT00000122196	ENSBTAG00000037726	-	full	2346	2210	62	164	226	41	0.028054298642533938	0.07420814479638009	0.10226244343891402	0.018552036199095023	0.2743362831858407
ENSBTAT00000024335	ENSBTAG00000018283	-	full	1275	1149	22	70	92	30	0.019147084421235857	0.060922541340295906	0.08006962576153177	0.02610966057441253	0.2391304347826087
ENSBTAT00000019872	ENSBTAG00000014927	+	full	1584	1459	30	133	163	65	0.0205620287868403	0.09115832762165867	0.11172035640849898	0.04455106237148732	0.18404907975460122
ENSBTAT00000024095	ENSBTAG00000018105	+	full	2382	2137	47	132	179	26	0.021993448759943846	0.06176883481516144	0.08376228357510529	0.012166588675713618	0.26256983240223464
ENSBTAT00000025704	ENSBTAG00000019305	+	full	1107	595	11	48	59	22	0.018487394957983194	0.08067226890756303	0.09915966386554621	0.03697478991596639	0.1864406779661017
ENSBTAT00000084758	ENSBTAG00000047135	-	full	1521	1205	27	70	97	18	0.022406639004149378	0.058091286307053944	0.08049792531120332	0.014937759336099586	0.27835051546391754
ENSBTAT00000107002	ENSBTAG00000003845	-	full	1935	904	21	60	81	17	0.023230088495575223	0.06637168141592921	0.08960176991150443	0.018805309734513276	0.25925925925925924
ENSBTAT00000128944	ENSBTAG00000022721	+	full	942	769	14	43	57	13	0.018205461638491547	0.055916775032509754	0.0741222366710013	0.016905071521456438	0.24561403508771928
ENSBTAT00000025437	ENSBTAG00000019106	+	full	342	247	5	20	25	12	0.020242914979757085	0.08097165991902834	0.10121457489878542	0.048582995951417005	0.2
ENSBTAT00000087635	ENSBTAG00000047441	-	full	1722	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000021838	ENSBTAG00000016420	+	full	2235	2197	55	145	200	81	0.025034137460172964	0.06599908966772872	0.09103322712790168	0.036868456986800184	0.275
ENSBTAT00000075890	ENSBTAG00000016076	+	full	2949	2100	39	181	220	45	0.018571428571428572	0.08619047619047619	0.10476190476190476	0.02142857142857143	0.17727272727272728
