transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENSBTAT00000077277	ENSBTAG00000052323	-	5	0	4	0	202	NA	NA	NA	192
ENSBTAT00000108373	ENSBTAG00000015486	-	7	0	6	0	110	NA	NA	NA	62
ENSBTAT00000127351	ENSBTAG00000031852	-	8	0	7	0	635	NA	NA	NA	932
ENSBTAT00000028273	ENSBTAG00000031806	+	3	1	1	0	1801	NA	NA	15	112
ENSBTAT00000002792	ENSBTAG00000021222	+	3	1	1	0	803	NA	NA	9	141
ENSBTAT00000133605	ENSBTAG00000043974	-	3	1	1	0	1597	NA	NA	25	139
ENSBTAT00000024083	ENSBTAG00000019357	-	2	0	1	0	520	NA	NA	NA	196
ENSBTAT00000018399	ENSBTAG00000018094	-	3	0	2	0	1183	NA	NA	NA	205
ENSBTAT00000011995	ENSBTAG00000009099	+	12	0	11	0	282	NA	NA	NA	221
ENSBTAT00000090398	ENSBTAG00000003421	+	20	1	18	0	176	NA	NA	72	132
ENSBTAT00000037326	ENSBTAG00000026307	-	3	0	2	0	2533	NA	NA	NA	73
ENSBTAT00000011070	ENSBTAG00000008412	-	7	0	6	0	125	NA	NA	NA	128
ENSBTAT00000056997	ENSBTAG00000040555	+	12	1	10	0	178	NA	NA	32	132
ENSBTAT00000003026	ENSBTAG00000002344	+	2	0	1	0	647	NA	NA	NA	228
ENSBTAT00000003027	ENSBTAG00000002345	+	19	1	17	0	173	NA	NA	15	150
ENSBTAT00000070873	ENSBTAG00000007523	+	10	0	9	0	233	NA	NA	NA	30
ENSBTAT00000112441	ENSBTAG00000006650	-	3	0	2	0	1212	NA	NA	NA	26
ENSBTAT00000067608	ENSBTAG00000051572	+	3	1	1	0	121	NA	NA	82	5347
ENSBTAT00000000519	ENSBTAG00000000405	-	3	0	2	0	208	NA	NA	NA	173
ENSBTAT00000013909	ENSBTAG00000010524	+	12	1	10	0	144	NA	NA	175	195
ENSBTAT00000013893	ENSBTAG00000010511	+	11	0	10	0	64	NA	NA	NA	211
ENSBTAT00000007571	ENSBTAG00000005757	+	15	0	14	0	39	NA	NA	NA	13
ENSBTAT00000003094	ENSBTAG00000002391	+	11	0	10	0	266	NA	NA	NA	13
ENSBTAT00000044787	ENSBTAG00000031598	+	10	0	9	0	64	NA	NA	NA	92
ENSBTAT00000132811	ENSBTAG00000013081	-	7	0	6	0	107	NA	NA	NA	25
ENSBTAT00000101257	ENSBTAG00000008190	+	10	0	9	0	126	NA	NA	NA	67
ENSBTAT00000133222	ENSBTAG00000014448	+	4	0	3	0	234	NA	NA	NA	569
ENSBTAT00000000941	ENSBTAG00000000704	-	12	0	11	0	169	NA	NA	NA	213
ENSBTAT00000102787	ENSBTAG00000000390	+	6	1	4	0	45	NA	NA	101	845
ENSBTAT00000134203	ENSBTAG00000017435	+	5	0	4	0	138	NA	NA	NA	144
ENSBTAT00000141321	ENSBTAG00000002935	+	7	0	6	0	20	NA	NA	NA	325
ENSBTAT00000005296	ENSBTAG00000004051	-	5	0	4	0	128	NA	NA	NA	128
ENSBTAT00000011112	ENSBTAG00000008446	+	17	0	15	1	221	1341	1341	NA	4
ENSBTAT00000117208	ENSBTAG00000002083	-	20	0	19	0	1263	NA	NA	NA	309
ENSBTAT00000098595	ENSBTAG00000011753	-	10	0	9	0	268	NA	NA	NA	324
ENSBTAT00000068949	ENSBTAG00000009780	-	35	1	32	1	58	18	18	5	99
ENSBTAT00000075579	ENSBTAG00000006212	-	26	2	23	0	223	NA	NA	6	123
ENSBTAT00000095473	ENSBTAG00000011875	-	16	0	15	0	11	NA	NA	NA	54
ENSBTAT00000070688	ENSBTAG00000047249	-	6	0	5	0	139	NA	NA	NA	59
ENSBTAT00000061497	ENSBTAG00000044083	-	16	0	15	0	162	NA	NA	NA	55
ENSBTAT00000079517	ENSBTAG00000010339	+	8	0	7	0	132	NA	NA	NA	116
ENSBTAT00000084274	ENSBTAG00000017075	+	11	0	10	0	77	NA	NA	NA	30
ENSBTAT00000131446	ENSBTAG00000009022	+	2	0	0	1	NA	508	508	NA	1188
ENSBTAT00000011185	ENSBTAG00000008487	-	4	0	3	0	362	NA	NA	NA	138
ENSBTAT00000000422	ENSBTAG00000000321	+	7	0	6	0	462	NA	NA	NA	130
ENSBTAT00000129664	ENSBTAG00000020544	+	7	0	6	0	92	NA	NA	NA	92
ENSBTAT00000006848	ENSBTAG00000005197	+	19	0	18	0	357	NA	NA	NA	107
ENSBTAT00000037298	ENSBTAG00000017941	+	10	0	9	0	102	NA	NA	NA	93
ENSBTAT00000001039	ENSBTAG00000000781	-	31	0	30	0	52	NA	NA	NA	120
ENSBTAT00000022718	ENSBTAG00000017082	+	17	0	16	0	144	NA	NA	NA	28
ENSBTAT00000127404	ENSBTAG00000016139	-	12	0	11	0	38	NA	NA	NA	81
ENSBTAT00000012447	ENSBTAG00000009461	-	10	1	8	0	131	NA	NA	1	103
ENSBTAT00000081488	ENSBTAG00000009462	+	9	0	8	0	131	NA	NA	NA	66
ENSBTAT00000044397	ENSBTAG00000011969	+	3	0	2	0	189	NA	NA	NA	352
ENSBTAT00000005327	ENSBTAG00000004077	-	2	0	1	0	656	NA	NA	NA	87
ENSBTAT00000077032	ENSBTAG00000001470	+	11	2	8	0	227	NA	NA	87	268
ENSBTAT00000086602	ENSBTAG00000005446	+	3	0	2	0	603	NA	NA	NA	53
ENSBTAT00000019617	ENSBTAG00000014742	-	16	1	14	0	146	NA	NA	175	359
ENSBTAT00000015982	ENSBTAG00000012050	-	3	1	1	0	539	NA	NA	13	225
ENSBTAT00000107865	ENSBTAG00000004106	-	6	0	5	0	214	NA	NA	NA	126
ENSBTAT00000064226	ENSBTAG00000047266	-	1	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000000448	ENSBTAG00000000343	-	5	0	4	0	21	NA	NA	NA	22
ENSBTAT00000000447	ENSBTAG00000000342	+	19	0	18	0	155	NA	NA	NA	148
ENSBTAT00000091517	ENSBTAG00000009868	+	6	2	0	3	1876	8197	8458	20	10053
ENSBTAT00000119697	ENSBTAG00000014468	-	4	0	3	0	88	NA	NA	NA	179
ENSBTAT00000019232	ENSBTAG00000014465	-	11	1	9	0	37	NA	NA	51	476
ENSBTAT00000094252	ENSBTAG00000012038	-	2	1	0	0	2488	NA	NA	221	NA
ENSBTAT00000001517	ENSBTAG00000001139	+	5	1	3	0	127	NA	NA	22	1065
ENSBTAT00000001503	ENSBTAG00000024772	-	9	0	8	0	131	NA	NA	NA	109
ENSBTAT00000004493	ENSBTAG00000001131	-	14	1	12	0	886	NA	NA	42	181
ENSBTAT00000037233	ENSBTAG00000003446	+	17	0	16	0	129	NA	NA	NA	52
ENSBTAT00000076528	ENSBTAG00000015738	+	26	2	23	0	52	NA	NA	76	35
ENSBTAT00000008508	ENSBTAG00000006495	-	10	1	8	0	106	NA	NA	89	57
ENSBTAT00000091636	ENSBTAG00000026246	-	6	0	5	0	31	NA	NA	NA	259
ENSBTAT00000113317	ENSBTAG00000020528	-	10	0	9	0	142	NA	NA	NA	98
ENSBTAT00000085405	ENSBTAG00000000713	-	13	0	12	0	59	NA	NA	NA	212
ENSBTAT00000020310	ENSBTAG00000015272	+	5	1	3	0	209	NA	NA	274	822
ENSBTAT00000022290	ENSBTAG00000016763	-	4	0	3	0	52	NA	NA	NA	1665
ENSBTAT00000003736	ENSBTAG00000002881	-	14	0	13	0	221	NA	NA	NA	58
ENSBTAT00000066637	ENSBTAG00000030965	+	15	0	14	0	201	NA	NA	NA	34
ENSBTAT00000003725	ENSBTAG00000002871	-	10	0	9	0	140	NA	NA	NA	67
ENSBTAT00000080452	ENSBTAG00000007012	+	6	2	3	0	1069	NA	NA	82	55
ENSBTAT00000097096	ENSBTAG00000060579	-	4	1	2	0	835	NA	NA	102	387
ENSBTAT00000029042	ENSBTAG00000016757	-	5	0	4	0	892	NA	NA	NA	426
ENSBTAT00000085628	ENSBTAG00000050135	+	6	0	5	0	586	NA	NA	NA	393
ENSBTAT00000080241	ENSBTAG00000030951	-	6	1	4	0	1390	NA	NA	27	136
ENSBTAT00000063489	ENSBTAG00000047572	+	5	0	4	0	1012	NA	NA	NA	102
ENSBTAT00000073824	ENSBTAG00000049731	-	7	1	5	0	1117	NA	NA	107	414
ENSBTAT00000021549	ENSBTAG00000016190	+	4	0	3	0	43	NA	NA	NA	411
ENSBTAT00000087053	ENSBTAG00000002090	-	8	0	7	0	146	NA	NA	NA	103
ENSBTAT00000131228	ENSBTAG00000044040	+	6	0	5	0	58	NA	NA	NA	379
ENSBTAT00000064158	ENSBTAG00000046248	-	9	0	8	0	38	NA	NA	NA	337
ENSBTAT00000005555	ENSBTAG00000004242	-	10	1	8	0	38	NA	NA	28	64
ENSBTAT00000089199	ENSBTAG00000007118	+	19	0	18	0	99	NA	NA	NA	55
ENSBTAT00000102137	ENSBTAG00000045896	-	6	0	5	0	227	NA	NA	NA	426
ENSBTAT00000030984	ENSBTAG00000019181	+	14	0	13	0	75	NA	NA	NA	51
ENSBTAT00000055646	ENSBTAG00000022825	-	3	0	2	0	132	NA	NA	NA	331
ENSBTAT00000087095	ENSBTAG00000004135	-	14	0	13	0	28	NA	NA	NA	94
ENSBTAT00000112994	ENSBTAG00000007370	-	16	0	15	0	131	NA	NA	NA	118
ENSBTAT00000099663	ENSBTAG00000000725	+	15	0	14	0	438	NA	NA	NA	241
ENSBTAT00000086938	ENSBTAG00000007384	-	13	0	12	0	72	NA	NA	NA	91
ENSBTAT00000077011	ENSBTAG00000053390	+	8	1	6	0	130	NA	NA	72	9
ENSBTAT00000012173	ENSBTAG00000009236	-	15	0	14	0	198	NA	NA	NA	293
ENSBTAT00000110651	ENSBTAG00000009237	-	5	0	4	0	31	NA	NA	NA	91
ENSBTAT00000012560	ENSBTAG00000009547	+	6	0	5	0	290	NA	NA	NA	117
ENSBTAT00000028313	ENSBTAG00000021248	+	7	0	6	0	201	NA	NA	NA	192
ENSBTAT00000005167	ENSBTAG00000003953	+	6	1	4	0	2326	NA	NA	27	283
ENSBTAT00000080316	ENSBTAG00000039782	-	6	2	3	0	1852	NA	NA	50	15
ENSBTAT00000013588	ENSBTAG00000010291	+	5	1	3	0	1903	NA	NA	43	15
ENSBTAT00000120364	ENSBTAG00000017175	+	17	1	15	0	319	NA	NA	55	67
ENSBTAT00000004145	ENSBTAG00000003191	-	5	0	4	0	202	NA	NA	NA	832
ENSBTAT00000036888	ENSBTAG00000026199	+	6	0	5	0	143	NA	NA	NA	60
ENSBTAT00000112932	ENSBTAG00000010264	+	5	0	4	0	156	NA	NA	NA	51
ENSBTAT00000082733	ENSBTAG00000037400	+	29	0	28	0	206	NA	NA	NA	187
ENSBTAT00000010219	ENSBTAG00000007772	-	11	1	9	0	142	NA	NA	10	172
ENSBTAT00000118452	ENSBTAG00000012049	-	13	0	12	0	112	NA	NA	NA	74
ENSBTAT00000023757	ENSBTAG00000071710	+	4	0	3	0	569	NA	NA	NA	312
ENSBTAT00000019280	ENSBTAG00000014502	-	15	2	12	0	674	NA	NA	16	127
ENSBTAT00000128476	ENSBTAG00000014503	+	23	0	22	0	124	NA	NA	NA	36
ENSBTAT00000080053	ENSBTAG00000005934	+	14	0	13	0	74	NA	NA	NA	405
ENSBTAT00000056003	ENSBTAG00000040361	-	8	0	7	0	66	NA	NA	NA	435
ENSBTAT00000009832	ENSBTAG00000007474	-	19	0	17	1	103	17	17	NA	415
ENSBTAT00000099528	ENSBTAG00000013708	+	12	0	11	0	110	NA	NA	NA	94
ENSBTAT00000000055	ENSBTAG00000000050	+	2	0	1	0	152	NA	NA	NA	216
ENSBTAT00000123934	ENSBTAG00000000642	+	47	0	46	0	115	NA	NA	NA	58
ENSBTAT00000003969	ENSBTAG00000003049	+	18	0	17	0	94	NA	NA	NA	143
ENSBTAT00000009732	ENSBTAG00000007402	+	8	2	5	0	15	NA	NA	44	55
ENSBTAT00000103808	ENSBTAG00000015952	+	11	0	10	0	28	NA	NA	NA	145
ENSBTAT00000096891	ENSBTAG00000026191	-	10	0	9	0	85	NA	NA	NA	152
ENSBTAT00000116179	ENSBTAG00000046498	-	24	2	21	0	113	NA	NA	20	77
ENSBTAT00000067418	ENSBTAG00000046142	+	10	1	8	0	755	NA	NA	18	177
ENSBTAT00000118301	ENSBTAG00000014541	+	7	0	6	0	10	NA	NA	NA	875
ENSBTAT00000080120	ENSBTAG00000003607	-	9	0	8	0	741	NA	NA	NA	614
ENSBTAT00000120933	ENSBTAG00000020796	-	8	1	6	0	45	NA	NA	112	174
ENSBTAT00000132965	ENSBTAG00000003634	-	4	0	3	0	89	NA	NA	NA	92
ENSBTAT00000113792	ENSBTAG00000011197	+	7	0	6	0	622	NA	NA	NA	190
ENSBTAT00000003439	ENSBTAG00000002655	+	9	0	7	1	77	6	6	NA	41
ENSBTAT00000054475	ENSBTAG00000039406	-	1	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000030539	ENSBTAG00000018404	-	18	0	17	0	98	NA	NA	NA	311
ENSBTAT00000129805	ENSBTAG00000018406	+	2	0	1	0	349	NA	NA	NA	1519
ENSBTAT00000082007	ENSBTAG00000011748	-	5	0	4	0	179	NA	NA	NA	623
ENSBTAT00000007784	ENSBTAG00000005928	+	5	0	4	0	393	NA	NA	NA	637
ENSBTAT00000135005	ENSBTAG00000003196	+	13	0	12	0	141	NA	NA	NA	30
ENSBTAT00000087625	ENSBTAG00000000806	-	11	1	9	0	120	NA	NA	13	162
ENSBTAT00000012499	ENSBTAG00000009498	+	9	0	8	0	185	NA	NA	NA	589
ENSBTAT00000068985	ENSBTAG00000001298	+	14	2	11	0	62	NA	NA	53	30
ENSBTAT00000037115	ENSBTAG00000014614	-	9	1	7	0	143	NA	NA	26	129
ENSBTAT00000014282	ENSBTAG00000010785	+	9	0	8	0	319	NA	NA	NA	30
ENSBTAT00000014997	ENSBTAG00000003636	-	10	1	8	0	233	NA	NA	1	111
ENSBTAT00000050296	ENSBTAG00000010442	-	7	0	6	0	59	NA	NA	NA	682
ENSBTAT00000032984	ENSBTAG00000005708	+	33	0	32	0	77	NA	NA	NA	23
ENSBTAT00000133603	ENSBTAG00000004964	+	10	1	8	0	275	NA	NA	183	112
ENSBTAT00000015476	ENSBTAG00000011651	+	21	0	20	0	120	NA	NA	NA	138
ENSBTAT00000019753	ENSBTAG00000014831	-	2	0	1	0	942	NA	NA	NA	14
ENSBTAT00000049112	ENSBTAG00000009279	+	27	0	26	0	62	NA	NA	NA	649
ENSBTAT00000130859	ENSBTAG00000016104	+	38	0	37	0	143	NA	NA	NA	14
ENSBTAT00000091861	ENSBTAG00000015450	-	10	1	8	0	227	NA	NA	187	1152
ENSBTAT00000027942	ENSBTAG00000020981	+	6	0	5	0	116	NA	NA	NA	35
ENSBTAT00000012347	ENSBTAG00000009383	+	22	0	21	0	134	NA	NA	NA	77
ENSBTAT00000018899	ENSBTAG00000014217	+	4	0	3	0	218	NA	NA	NA	367
ENSBTAT00000038965	ENSBTAG00000016918	-	53	0	52	0	38	NA	NA	NA	88
ENSBTAT00000006763	ENSBTAG00000005129	+	9	1	7	0	197	NA	NA	12	183
ENSBTAT00000072221	ENSBTAG00000047418	+	5	0	4	0	469	NA	NA	NA	111
ENSBTAT00000078639	ENSBTAG00000010105	+	3	0	2	0	738	NA	NA	NA	178
ENSBTAT00000078103	ENSBTAG00000018966	+	32	0	30	1	185	24	24	NA	1203
ENSBTAT00000086617	ENSBTAG00000011368	-	21	0	20	0	128	NA	NA	NA	9
ENSBTAT00000086865	ENSBTAG00000009693	+	13	0	12	0	68	NA	NA	NA	932
ENSBTAT00000114842	ENSBTAG00000005979	+	22	0	21	0	94	NA	NA	NA	31
ENSBTAT00000014850	ENSBTAG00000011182	-	7	0	6	0	186	NA	NA	NA	96
ENSBTAT00000015703	ENSBTAG00000011832	-	18	1	16	0	181	NA	NA	28	88
ENSBTAT00000091191	ENSBTAG00000011841	-	14	0	13	0	233	NA	NA	NA	232
ENSBTAT00000004744	ENSBTAG00000033685	+	6	1	4	0	411	NA	NA	41	69
ENSBTAT00000112572	ENSBTAG00000021357	+	5	4	0	0	4582	NA	NA	134	NA
ENSBTAT00000021686	ENSBTAG00000016298	-	15	0	14	0	67	NA	NA	NA	96
ENSBTAT00000026477	ENSBTAG00000019872	-	17	0	16	0	57	NA	NA	NA	52
ENSBTAT00000143999	ENSBTAG00000075482	+	7	0	6	0	969	NA	NA	NA	46
ENSBTAT00000119171	ENSBTAG00000046701	-	2	0	0	1	NA	508	508	NA	1197
ENSBTAT00000083851	ENSBTAG00000002191	-	34	0	33	0	102	NA	NA	NA	271
ENSBTAT00000032937	ENSBTAG00000012697	+	4	0	3	0	169	NA	NA	NA	139
ENSBTAT00000124368	ENSBTAG00000012702	+	13	2	10	0	114	NA	NA	28	52
ENSBTAT00000061179	ENSBTAG00000012704	-	31	0	30	0	27	NA	NA	NA	112
ENSBTAT00000016906	ENSBTAG00000012719	+	3	0	2	0	385	NA	NA	NA	157
ENSBTAT00000014795	ENSBTAG00000011137	-	4	0	3	0	148	NA	NA	NA	106
ENSBTAT00000002604	ENSBTAG00000002010	+	9	0	8	0	161	NA	NA	NA	435
ENSBTAT00000017923	ENSBTAG00000013478	+	2	0	0	1	NA	1614	1614	NA	2135
ENSBTAT00000127343	ENSBTAG00000018564	+	13	0	12	0	201	NA	NA	NA	218
ENSBTAT00000019034	ENSBTAG00000014314	-	21	2	18	0	162	NA	NA	64	45
ENSBTAT00000015873	ENSBTAG00000011960	-	9	0	8	0	139	NA	NA	NA	118
ENSBTAT00000016063	ENSBTAG00000012107	-	4	0	3	0	517	NA	NA	NA	291
ENSBTAT00000122894	ENSBTAG00000047077	+	12	0	11	0	231	NA	NA	NA	77
ENSBTAT00000073190	ENSBTAG00000045703	-	9	0	8	0	170	NA	NA	NA	90
ENSBTAT00000003869	ENSBTAG00000002971	+	9	0	8	0	114	NA	NA	NA	157
ENSBTAT00000124989	ENSBTAG00000008939	-	18	2	15	0	185	NA	NA	9	145
ENSBTAT00000064463	ENSBTAG00000007588	-	12	1	10	0	221	NA	NA	11	113
ENSBTAT00000130526	ENSBTAG00000007591	-	21	0	20	0	29	NA	NA	NA	207
ENSBTAT00000014217	ENSBTAG00000010739	-	5	0	4	0	31	NA	NA	NA	34
ENSBTAT00000078682	ENSBTAG00000055207	+	7	0	5	1	199	1149	1149	NA	27
ENSBTAT00000072997	ENSBTAG00000012077	+	20	0	19	0	35	NA	NA	NA	140
ENSBTAT00000024759	ENSBTAG00000018604	+	15	1	13	0	829	NA	NA	343	124
ENSBTAT00000004268	ENSBTAG00000003298	+	4	0	3	0	683	NA	NA	NA	408
ENSBTAT00000115472	ENSBTAG00000005015	+	11	0	10	0	96	NA	NA	NA	12
ENSBTAT00000102913	ENSBTAG00000003576	-	11	1	9	0	364	NA	NA	94	83
ENSBTAT00000125509	ENSBTAG00000003579	-	10	0	9	0	119	NA	NA	NA	944
ENSBTAT00000021730	ENSBTAG00000016335	-	6	0	4	1	112	10	10	NA	118
ENSBTAT00000021734	ENSBTAG00000016336	-	16	0	15	0	136	NA	NA	NA	199
ENSBTAT00000029250	ENSBTAG00000021942	+	1	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000073299	ENSBTAG00000005780	-	12	0	11	0	230	NA	NA	NA	25
ENSBTAT00000032873	ENSBTAG00000007427	+	14	0	13	0	103	NA	NA	NA	153
ENSBTAT00000081861	ENSBTAG00000007435	+	13	0	12	0	158	NA	NA	NA	309
ENSBTAT00000136082	ENSBTAG00000006014	+	42	1	40	0	280	NA	NA	36	38
ENSBTAT00000135447	ENSBTAG00000006017	+	23	1	21	0	124	NA	NA	401	21
ENSBTAT00000003249	ENSBTAG00000002500	+	6	1	4	0	189	NA	NA	79	27
ENSBTAT00000003250	ENSBTAG00000002501	-	9	1	7	0	146	NA	NA	13	74
ENSBTAT00000073612	ENSBTAG00000021065	+	9	0	8	0	262	NA	NA	NA	102
ENSBTAT00000087648	ENSBTAG00000021067	-	11	0	10	0	102	NA	NA	NA	81
ENSBTAT00000068810	ENSBTAG00000021068	+	11	0	10	0	89	NA	NA	NA	182
ENSBTAT00000083089	ENSBTAG00000021071	+	6	0	5	0	607	NA	NA	NA	570
ENSBTAT00000118038	ENSBTAG00000004318	-	5	0	4	0	47	NA	NA	NA	333
ENSBTAT00000090249	ENSBTAG00000004321	+	12	0	11	0	99	NA	NA	NA	194
ENSBTAT00000090762	ENSBTAG00000014336	+	4	0	3	0	751	NA	NA	NA	201
ENSBTAT00000068138	ENSBTAG00000012858	-	18	0	17	0	233	NA	NA	NA	101
ENSBTAT00000003517	ENSBTAG00000002717	+	3	0	2	0	309	NA	NA	NA	1065
ENSBTAT00000013026	ENSBTAG00000009879	-	10	0	9	0	56	NA	NA	NA	363
ENSBTAT00000120825	ENSBTAG00000044153	-	15	0	14	0	1973	NA	NA	NA	72
ENSBTAT00000129347	ENSBTAG00000015019	-	10	0	9	0	157	NA	NA	NA	81
ENSBTAT00000001346	ENSBTAG00000001017	+	19	0	18	0	146	NA	NA	NA	150
ENSBTAT00000064326	ENSBTAG00000047450	+	4	0	3	0	191	NA	NA	NA	304
ENSBTAT00000099101	ENSBTAG00000003990	-	2	1	0	0	1683	NA	NA	13	NA
ENSBTAT00000152572	ENSBTAG00000076416	+	9	0	8	0	65	NA	NA	NA	88
ENSBTAT00000053363	ENSBTAG00000003265	+	16	2	13	0	292	NA	NA	29	195
ENSBTAT00000052570	ENSBTAG00000017263	+	6	0	5	0	163	NA	NA	NA	262
ENSBTAT00000000722	ENSBTAG00000000551	-	5	0	4	0	137	NA	NA	NA	120
ENSBTAT00000027029	ENSBTAG00000020283	+	4	0	3	0	406	NA	NA	NA	598
ENSBTAT00000046231	ENSBTAG00000013905	+	29	0	28	0	71	NA	NA	NA	15
ENSBTAT00000116355	ENSBTAG00000019434	+	14	1	10	2	60	53	91	64	43
ENSBTAT00000064380	ENSBTAG00000046362	-	4	2	1	0	163	NA	NA	27	46
ENSBTAT00000010138	ENSBTAG00000007709	+	9	1	7	0	208	NA	NA	222	703
ENSBTAT00000015811	ENSBTAG00000011917	-	21	0	20	0	116	NA	NA	NA	133
ENSBTAT00000087700	ENSBTAG00000006707	+	23	0	21	1	140	7	7	NA	18
ENSBTAT00000008828	ENSBTAG00000006713	-	11	1	9	0	103	NA	NA	202	267
ENSBTAT00000117780	ENSBTAG00000050055	+	8	0	7	0	387	NA	NA	NA	94
ENSBTAT00000071482	ENSBTAG00000021574	+	15	0	14	0	423	NA	NA	NA	189
ENSBTAT00000117391	ENSBTAG00000006615	+	8	0	6	0	223	NA	NA	0	110
ENSBTAT00000026896	ENSBTAG00000020193	-	10	0	9	0	160	NA	NA	NA	58
ENSBTAT00000101866	ENSBTAG00000061502	+	12	0	11	0	256	NA	NA	NA	307
ENSBTAT00000031607	ENSBTAG00000020233	-	16	1	14	0	83	NA	NA	61	635
ENSBTAT00000066909	ENSBTAG00000004899	-	25	0	24	0	113	NA	NA	NA	244
ENSBTAT00000003978	ENSBTAG00000003062	+	17	0	16	0	105	NA	NA	NA	141
ENSBTAT00000114007	ENSBTAG00000012955	+	8	0	7	0	259	NA	NA	NA	292
ENSBTAT00000109270	ENSBTAG00000019297	-	10	0	9	0	155	NA	NA	NA	52
ENSBTAT00000112323	ENSBTAG00000013779	-	13	0	12	0	637	NA	NA	NA	3
ENSBTAT00000072975	ENSBTAG00000007578	-	17	0	16	0	210	NA	NA	NA	58
ENSBTAT00000015152	ENSBTAG00000011401	-	6	0	5	0	1232	NA	NA	NA	872
ENSBTAT00000102192	ENSBTAG00000022808	-	8	0	7	0	222	NA	NA	NA	358
ENSBTAT00000131848	ENSBTAG00000057699	+	1	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000114905	ENSBTAG00000002528	-	23	0	22	0	364	NA	NA	NA	49
ENSBTAT00000011505	ENSBTAG00000008731	-	7	0	6	0	53	NA	NA	NA	36
ENSBTAT00000112961	ENSBTAG00000007981	+	17	0	16	0	146	NA	NA	NA	52
ENSBTAT00000082429	ENSBTAG00000002647	-	6	1	4	0	146	NA	NA	47	142
ENSBTAT00000005331	ENSBTAG00000004080	-	12	0	11	0	126	NA	NA	NA	122
ENSBTAT00000018131	ENSBTAG00000013641	+	4	0	3	0	839	NA	NA	NA	186
ENSBTAT00000029059	ENSBTAG00000021801	+	20	0	19	0	1155	NA	NA	NA	97
ENSBTAT00000013028	ENSBTAG00000009877	-	17	1	15	0	126	NA	NA	96	52
ENSBTAT00000101390	ENSBTAG00000007441	+	20	1	17	1	81	21	21	37	43
ENSBTAT00000105458	ENSBTAG00000021540	+	30	0	29	0	154	NA	NA	NA	86
ENSBTAT00000120590	ENSBTAG00000003178	-	13	0	12	0	178	NA	NA	NA	106
ENSBTAT00000025508	ENSBTAG00000019166	-	11	0	9	1	74	13	13	NA	292
ENSBTAT00000083563	ENSBTAG00000023847	-	3	0	2	0	943	NA	NA	NA	304
ENSBTAT00000089440	ENSBTAG00000018041	+	11	0	10	0	70	NA	NA	NA	123
ENSBTAT00000081442	ENSBTAG00000017913	+	7	0	6	0	63	NA	NA	NA	195
ENSBTAT00000009097	ENSBTAG00000006928	-	11	2	8	0	160	NA	NA	29	199
ENSBTAT00000112615	ENSBTAG00000010957	+	7	0	6	0	351	NA	NA	NA	125
ENSBTAT00000017243	ENSBTAG00000012970	-	3	0	2	0	305	NA	NA	NA	199
ENSBTAT00000102275	ENSBTAG00000050151	-	6	0	5	0	94	NA	NA	NA	110
ENSBTAT00000004401	ENSBTAG00000003395	+	11	1	9	0	218	NA	NA	134	44
ENSBTAT00000004405	ENSBTAG00000003397	-	9	0	8	0	180	NA	NA	NA	1669
ENSBTAT00000131345	ENSBTAG00000009439	+	25	0	24	0	168	NA	NA	NA	108
ENSBTAT00000007619	ENSBTAG00000005795	-	12	1	10	0	168	NA	NA	221	282
ENSBTAT00000016524	ENSBTAG00000012444	-	23	0	22	0	60	NA	NA	NA	88
ENSBTAT00000032730	ENSBTAG00000031890	+	52	0	51	0	95	NA	NA	NA	46
ENSBTAT00000090013	ENSBTAG00000002435	+	21	0	20	0	74	NA	NA	NA	342
ENSBTAT00000094045	ENSBTAG00000050386	+	7	0	6	0	209	NA	NA	NA	120
ENSBTAT00000102258	ENSBTAG00000008272	-	16	0	15	0	202	NA	NA	NA	134
ENSBTAT00000115361	ENSBTAG00000005027	+	11	0	10	0	50	NA	NA	NA	89
ENSBTAT00000023643	ENSBTAG00000017780	+	14	0	13	0	91	NA	NA	NA	39
ENSBTAT00000106123	ENSBTAG00000003800	+	9	1	7	0	1000	NA	NA	63	189
ENSBTAT00000026000	ENSBTAG00000019519	+	2	0	1	0	1560	NA	NA	NA	125
ENSBTAT00000074670	ENSBTAG00000008584	+	5	2	2	0	186	NA	NA	76	537
ENSBTAT00000130905	ENSBTAG00000060779	+	2	1	0	0	2670	NA	NA	745	NA
ENSBTAT00000006476	ENSBTAG00000004922	+	10	1	8	0	113	NA	NA	76	219
ENSBTAT00000111703	ENSBTAG00000004231	-	7	0	6	0	152	NA	NA	NA	67
ENSBTAT00000018803	ENSBTAG00000014146	+	5	0	4	0	132	NA	NA	NA	338
ENSBTAT00000094084	ENSBTAG00000014737	-	7	0	6	0	114	NA	NA	NA	150
ENSBTAT00000084434	ENSBTAG00000005825	+	11	0	10	0	182	NA	NA	NA	20
ENSBTAT00000022716	ENSBTAG00000017085	-	9	0	8	0	100	NA	NA	NA	127
ENSBTAT00000083533	ENSBTAG00000020282	-	6	0	5	0	78	NA	NA	NA	35
